,date,name_ja,description,show_id,show,show_ja
216,2020-03-25,下層YouTuber地獄説▼嫁が「坊主にしたい」▼師匠が激昂していたら「それ僕の…」とは言い出しづらい説,下層YouTuber 地獄説 第2弾 ・ 嫁「坊主にしたい」と言い出して夫から許可もらうの困難説 ・ 自分の衣装を間違えて着てしまった師匠がマネージャーに激昂していたら「それ僕のなんですけど…」とは言い出しづらい説 ・ 「この番組は○月○日に収録したものです」のテロップを冒頭に出して浜田をひたすらカットしてOAしたら何かあったと思う説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
217,2020-04-08,「明日、週刊誌にスキャンダル記事が出る」▼未経験から一発で棒高跳び,「明日 週刊誌にスキャンダル記事が出る」とマネージャーから聞かされても プロなら一切表に出さずにその日の仕事やり切れる説 ・ どれだけ運動神経が良くても未経験から一発で棒高跳びは不可能説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
218,2020-04-15,泥酔ロケなんとか成立する?▼説教食らってる最中に笑かし検証▼コウメ太夫にネタのダメ出しされた,最終的に泥酔するのが決まりになってるロケでも撮り順逆撮りなんとか成立させられる説 ・ 説教食らってる最中に後ろから笑かしてくる子供の頃のおふざけ 大人になった今でも笑っちゃう説 ・ コウメ太夫にネタのダメ出しされた後輩 誰一人何一つ直さない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
219,2020-04-29,新元号発表前日に芸人を密室に隔離,新元号を当てるまで脱出できない生活,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
220,2020-05-13,クロちゃんTwitter企画『フューチャークロちゃん』その嘘と恋…そして未来を描いたあの大作を再び!,フューチャークロちゃん,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
221,2020-05-20,布袋の説かき集めたらそろそろ1時間埋まるんじゃないか説,布袋の説 かき集めたらそろそろ1時間埋まるんじゃないか説 ・ ・布袋のギターを遠目から携帯で撮影するとQRコードと認識されどこかのホームページに飛ぶんじゃないか説 ・ ・布袋のギター あみだくじも出来る説 ・ ・「布袋」この漢字 布袋の曲が流れている状態で「何と読みますか？」と聞いたら さすがに「ぬのぶくろ」とは読まない説 ・ ・10回クイズ 氷室と10回言ったあと「布製」と言う文字を見たら思わず布袋と読んじゃう説 ・ ・布袋のギター 小さいビルや車を配置したら良い感じの街になる説 ・ ・アリに布袋の曲聞かせ続けて飼育したら巣穴が布袋のギター柄になる説 ・ ・歌詞に「BABY」が最も出てくる曲 布袋のスリル説 ・ ・「布袋」さんのあだ名 100%あの布袋関連説 ・ ・「ToshI」の「i→I」表記に親しんでるXファンなら「Hotel」を「ホテイ」と読む可能性も僅かながらある説 ・ ・徳川慶喜を生で見た事がある人 まだギリこの世にいる説 ・ ・先生のモノマネ プロがやったら死ぬほどウケる説 ・ ・コロナの瓶に入ったライム 処分する人めちゃ困ってる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
222,2020-05-27,総集編,浜田高笑いベスト10 ・ ・「開けたら人がいる」が結局一番怖い説 ・ ・ロメロスペシャル 整体中にかけられても気付かない説 ・ ・どんなにバレバレのダメドッキリでも芸人ならつい乗っかっちゃう説 ・ ・日本生活が長い外国人でもめちゃくちゃ驚いた時の第一声は母国語説 ・ ・島から一歩も出たことない人 結構いる説 ・ ・電話で音声途切れた時「もしもし」いろんなパターンで言う説 ・ ・空気砲 色が付いてなければ不可避説 ・ ・色ナシ臭いアリ空気砲 第3弾 ・ ・「ベッドの中に人がいる」が結局一番怖い説 ・ ・「後部座席に人がいる」が結局一番怖い説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
223,2020-06-03,特別リモート企画,リモート“コントロール”クロちゃん,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
224,2020-06-10,総集編,ショート説ランキングTOP50,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
225,2020-06-17,ダウンタウン 筋肉と大声SP,ダウンタウン 筋肉と大声SP ・ ・松本人志 メキシコからきた謎のマスクマンとしてプロレス会場に登場してもバレない説 ・ ・ハマダー生存説 ・ ・浜田雅功の「結果発表」でカラス撃退できる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
226,2020-06-24,総集編,県またぎSP ・ ・美人ならヒッチハイク本州縦断の旅 1日で終わる説 ・ ・花見のゴミを集めて桜前線と共に北上すれば そのゴミで作った船で津軽海峡渡れる説 ・ ・帰巣本能 ハトよりヒトの方が優れてる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
227,2020-07-01,ADが語る“しんどかった説”座談会,ADが語る“しんどかった説”座談会,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
228,2020-07-15,「芸人が今までで一番面白かった瞬間は誰が見ても面白い説」第4弾,芸人が今までで一番面白かった瞬間は誰が見ても面白い説 第4弾 ・ SNS上のリレー 最後うやむやになる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
229,2020-07-22,2時間SP,ネットニュースに載るまで帰れません ・ 古今東西 日本人知名度ランキング ・ 団長vs春日 我慢頂上決戦,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
230,2020-07-29,婚姻届の証人は▼後輩のギャグに難癖チャレンジ▼絵本の読み聞かせでボケたら,一番お世話になった先輩 婚姻届の証人ではっきりする説 ・  FUJIWARA原西 後輩がどんなギャグやっても「それ俺も似たのあるけどパクってない?」と難癖つけること可能説 ・ 絵本の読み聞かせでボケたら 子供でもちゃんとツッコむ説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
231,2020-08-05,今夜はクロちゃんで1時間,リアル豆柴ドミノ,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
232,2020-08-12,先輩との真面目な電話中バレずにどれだけ大食い▼ものまね芸人はどれだけご本人のことを分かってる?,真面目な相談の電話中でも しっかり飯食うこと可能説 ・ ものまね芸人がレパートリーにするときの常套句「リスペクトしてるから」怪しい説 ・ ・長渕剛ものまね芸人による“長渕知識No.1決定戦”,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
233,2020-08-19,農家に勧められたら▼「キングオブすれ違いコント」▼「ボディ&コール選手権」,農家に勧められたら どんなものでも皮ごといっちゃう説 ・ すれ違いコント 今なら しれっと自分のものに出来る説 (キングオブすれ違いコント) ・ ボディビルの掛け声 芸人がやったらもっと面白くなる説 (ボディ&コール選手権),suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
234,2020-08-26,「冠番組」が「世界の冠を紹介する」番組のパネラーだったら?▼共演者を全く笑わせない▼色ナシ臭いアリ空気砲,「冠特番」ということで喜んで受けたオファーが「世界の冠を紹介する」という特番のいちパネラーだったとしても「だったらやめます」とは言い出しづらい説 ・ ロケで共演者を全く笑わせないの 逆に難しい説 ・ プロの歌手なら色ナシ臭いアリ空気砲食らっても一切表情を変えることなく歌いきれる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
235,2020-09-09,飲食店での「いつものやつ下さい」2回目でも可能説▼曲のサビで涙は難しい説▼1円で意外と何でも買える説,飲食店での「いつものやつ下さい」初回で従業員に結構なインパクトを残せれば2回目でも可能説 ・ 曲のサビでちょうど涙は難しい説 第4弾 ・ 1円で意外と何でも買える説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
236,2020-09-16,モノ作りが得意なDIY芸人がDIYドッキリ選手権▼荷台に寿司カウンター搭載の軽トラ,DIYドッキリ選手権 ・ 大食い×マラソン,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
237,2020-09-23,突然「愛してるよ」とLINE送っても妻は素直に喜んでくれる説▼「霊感が強い」ヤリにいってる説▼野球漫画史上最強の投,"本当の愛妻家なら突然「愛してるよ」とLINE送っても妻は素直に喜んでくれる説 ・ 「霊感が強い」と自称する女タレント ヤリにいってる説 ・ 野球漫画史上 最強の""防御率No.1""投手ランキング",suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
238,2020-09-30,『全く同じ事もう1回やってみましたSP』ありそうでなかった特別編,全く同じ事もう1回やってみましたSP ・ ・「後部座席に人がいる」が結局一番怖い説 ・ ・「開けたら人がいる」が結局一番怖い説 ・ ・電話中だったら何を渡されても受け取っちゃう説 ・ ・音声さんの巴投げ 不可避説 ・ ・ツッコミ芸人なら「お前が歌うんかい！」と一発でツッコめる説 ・ ・ロケ中にタレントを撒くことなど容易説 第2弾 ・ ・「ベッドの中に人がいる」が結局一番怖い説 ・ ・芸人なのにエビの食レポで「プリプリ」使ったら終わり説 ・ ・ロケ中にタレントを撒くことなど容易説 ・ ・愛煙家芸人 タバコに火をつけた瞬間に血相を変えたスタッフから「相方が倒れた」と言われてもそのまま捨てることなくひと吸いはする説 ・ ・「俺に何か言わなきゃいけないことないか？」とカマかけられたらベタに余計なこと喋っちゃう説 ・ ・ポケットに知らないお金が入ってたらさすがにネコババしちゃう説 ・ ・テレビに出てる人の声 実はモノマネ芸人がアテレコしていても誰も気づかない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
239,2020-10-07,"セミの抜け殻を集めながら“セミダブルベッド""完成する説▼手紙で親泣かせに挑戦",この夏 セミの抜け殻を集めながら国道1号線沿いを歩いたら名古屋くらいで“セミダブルベッド”完成する説 ・ 「親を泣かすことが出来たらおもちゃプレゼント」の条件で手紙を書けば 動機はどうあれ結果めちゃくちゃ感動的な手紙になる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
240,2020-10-21,NSCの芸人版「消えた天才」▼日本一の安宿は1泊1000円を切っているのか?,NSC時代に同期一の天才だった芸人 意外とくすぶってる説 ・ 日本一の安宿 1泊1000円切ってる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
241,2020-10-28,実は共演NG?ザキヤマとダウンタウンがなんと11年ぶりの共演!▼寝起きアスリートvs春日の5番勝負▼動物園でクサいモノNo.1?,寝起きのアスリートだったら一般人にもわずかに勝機ある説 ・ スカンクのオナラを超えるクサいモノ 動物園には まだまだ存在する説 ・ アンタッチャブル山崎ほど芸風変わった芸人そうそういない説 ・ ザキヤマ ダウンタウンを共演NGにしてた説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
242,2020-11-11,みんなの説SP!,手錠外された後 絶対手首触る説 ・ サイ 呼び捨て説 ・ 70歳以上のおじいちゃんおばあちゃん チュッパチャプス誰も一発で言えない説 ・ ほほがヒゲでモサモサの人 ビンタ効かない説 ・ 喫茶店の「カランコロンカラン」SEでも気付かない説 ・ カニ専門店でカニカマ出されたら見破れない説 ・ 往年のバンド雑誌に載ってるメンバー募集 未だに募集してる可能性も捨てきれない説 ・ ハイキングウォーキングのコーラネタ 高輪ゲートウェイの「ゲー」が鬼門説 ・ 力士 ヴィレヴァンで買い物できない説 ・ 熱々おでん どんなに苦くても「苦い」がくるのは「熱い」のあと説 ・ 「コケコッコー」や「クックドゥードゥルドゥー」など言語によって違いの激しいニワトリの鳴き声表記 音声認識ソフトにかかれば決着つく説 ・ 美容院で注文通りに切っていくと天山の髪型になるオーダーしたら「あ 天山みたいな感じですね」と言われちゃう説 ・ たむけんの前髪クルンが いつもと逆でも気付く人マジで0人説 ・ すごい剣幕で「隠れて!」と言われたら とりあえず隠れちゃう説 ・ ボックスティッシュ向けられたら 特に必要じゃなくてもとりあえず1枚取っちゃう説 ・ カニ ほぼ「ガニ」と呼ばれてる説 ・ 高身長のおばあちゃんが布袋柄の風呂敷背負ってたら 布袋の祖母かと思う説 ・ キウイ 好きな果物ランキングで本当に9位くらい説 ・ インターホンのモニターに映るゴージャス松野 もはや馬が来客したかのように見えるんじゃないか説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
243,2020-11-04,第6回替え歌最強トーナメント、巨乳をチラ見しちゃうお色気ドッキリにおターゲットがその巨乳娘の父親だったら…という”逆お色気ドッキリ”見てらんない説,"第6回 替え歌 最強トーナメント ・ 巨乳をチラ見しちゃうお色気ドッキリのターゲットがその巨乳娘の父親だったら… という ""逆お色気ドッキリ""見てらんない説",suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
244,2020-11-25,"若手遅刻芸人No.1を決定▼先輩の家でどれだけ長風呂▼天災もこうむっていない“選ばれし地""存在する説","寝坊癖相方 遅刻させチャレンジ ・ 平成以降 いかなる天災もこうむっていない""選ばれし地""存在する説 ・ 先輩の家で長風呂 1時間が限界説",suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
245,2020-12-02,"意外と知らない“芸人の本名""▼後輩に人望がない芸人▼BKB「バリ」説",芸名と本名の知名度格差が最も大きい芸人 笑福亭鶴瓶説 ・ 後輩に人望がない芸人No.1決定戦 ・ BKB 最初のB 8割「バリ」説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
246,2020-12-09,所持金、5人連続UPまで帰れません▼そんなわけがない芸人情報番組コメンテーター身の程をわきまえず引き受けちゃう説,街行く人の所持金 5人連続UPできるまで帰れません ・ そんなわけがない芸人でも情報番組からコメンテーターのオファーが来たら身の程をわきまえず引き受けちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
247,2020-12-16,東ブクロ先輩芸人の嫁から色仕掛けくらってもさすがにもう乗ってこない説▼アスリートと暗闇での対決,東ブクロ 先輩芸人の嫁から色仕掛けくらってもさすがにもう乗ってこない説 ・ アスリートと暗闇での対決 暗視スコープをつけてれば一般人にもさすがに勝機ある説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
248,2020-12-23,自分が言った街中あるある探し対決▼電話でキレた剣幕を維持しおかしな姿で登場?  season finale,あるあるネタ 「ある」とは言いながらも実際に探すとなったら困難説 ・ 「今から行くから待ってろ!」と電話でキレてきた相手がその怒りそのままにやってきたとき どんなにおかしな姿でもそこには触れられない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
249,2021-01-13,"芸人の親が選ぶ“息子が最も輝いていた説""SP",芸人の親が選ぶ 息子が最も輝いていた説SP ・ ・家に人が山ほど隠れていても意外と気付かない説 ・ ・愛煙家 喫煙所までの道のりがどんなに困難でも向かっちゃう説 ・ ・街で母親と出会ってもめちゃくちゃよそよそしかったら そのうちスゴく似ている別人だと思い始める説 ・ ・花見のゴミを集めて桜前線と共に北上すれば そのゴミで作った船で津軽海峡渡れる説 ・ ・帰巣本能 ハトよりヒトの方が優れてる説 ・ ・クロちゃんツイッター企画第2弾 フューチャークロちゃん,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
250,2021-01-20,人生初ドッキリ▼オフでデーモンと名乗る男無下にはできない?▼女子中高生の人気芸人ランキング,"ドッキリバージン芸人 人生初のドッキリだったら多少粗くてもすんなり引っかかる説 ・ オフで“デーモンと名乗るおじさん""に話しかけられたら どんなに怪しくても無下にはできない説 ・ 女子中高生の人気芸人ランキング さすがのさすがにもうNON STYLEランク外説",suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
251,2021-01-27,芸能人が持ち寄った説を検証,巨大借り物競争 ・ ロード 㐧15章 一般募集,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
252,2021-02-03,2020年ドッキリにかけられた芸能人ランキング,2020年 予告ドッキリ ・ 豆柴の大群“フィーチャリングゲスト”ランクアップチャレンジ,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
253,2021-02-10,豆柴の大群”フィーチャリングゲスト”ランクアップチャレンジ,豆柴の大群“フィーチャリングゲスト”ランクアップチャレンジ 完結編(クロちゃん1ヵ月の体重減に応じて豆柴の大群の新曲ゲストがランクアップ),suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
254,2021-02-17,英語禁止ボウリング▼イタコが降ろした故人にも催眠術かけられる説 イタコが降ろした故人に、別人になる催眠術?,ネタ番組でつけられたキャッチフレーズ どんなにしんどいモノでも渋々受け入れちゃう説 ・ 英語禁止ボウリング すゑひろがりず最強説 ・ イタコが降ろした故人にも催眠術かけられる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
255,2021-02-24,「今から行くから待ってろ!」どんなにおかしな姿でも触れられない説 第2弾 ▼「男の知名度100%」「女の知名度0%」,「今から行くから待ってろ!」と電話でキレてきた相手が その怒りそのままにやってきたとき どんなにおかしな姿でも そこには触れられない説 第2弾 ・ 「男の知名度100%」で「女の知名度0%」のモノ ギリ存在する説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
256,2021-03-10,ＳＰ まだ誰もやってないモノマネ王座決定戦・CMホントドッキリ,“まだ誰もやってない” モノマネ王座決定戦 ・ CMホントドッキリ ・ クイックマッスル×クイズ,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
257,2021-03-17,東大王コラボSP,大声×クイズ ・ 極寒×クイズ ・ 不眠×クイズ,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
258,2021-03-24,30-1グランプリ,30-1グランプリ,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
259,2021-03-31,安全靴の説ほか…みんなの説SP,一人暮らしでもトイレに入ってる時 ノックされたら「入ってます」と言っちゃう説 ・ どんなゲテモノでもマシュマロキャッチの流れで投げられたら食べちゃう説 ・ 小学校や中学校の校名に入ってる方角「東」が多い説 ・ サウナの中だったら熱々の食べ物も普通に食える説 ・ ズボンの裾が縫い付けてあったら転倒不可避説 ・ 夏休みに自転車で日本一周してた小学生 さぞ立派な大人になってる説 ・ 築年数MAXの賃貸物件 江戸時代の建物説 ・ 「ジミーちゃんやってる?」のフリ 今 小学生から振られたら驚きが勝って流石のジミーも即座には返せない説 ・ 姉が踊り子で妹が占い師のマーニャとミネアパターン姉妹どこかに存在する説 ・ 「ずんのやす」なぜか間に「の」絶対入る説 ・ 犬より早く水を舐めつくすこと不可能説 ・ 安全靴 マジで安全説 ・ ビトタケシの似顔絵を見せて「誰の似顔絵?」一撃で「ビトタケシ」と答えられるヤツ マジで0人説 ・ 部屋に閉じ込められた人 最初にカギがかかってたら そのあと開いてても気付かない説 ・ 日本一海から遠いところにある寿司屋 鮮度心配説 ・ 布袋柄の服を着た子供が商業施設で迷子になっていたら「布袋柄の服をお召しになった･･･」と的確にアナウンスしてくれる説 ・ 「ずんのやす」なぜか間に「の」絶対入る説 その②,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
260,2021-04-14,アメとムチならムチが力出る 昭和めちゃくちゃ説 新脱出企画,アメとムチならムチの方が力出る説 第2弾 ・ 昭和 今考えるとめちゃくちゃ説 ・ たとえ閉じ込められていても「今日のラッキーアイテム」さえ手に入ればそのラッキーで脱出できる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
261,2021-04-21,壮大な脱出企画がついに完結!,たとえ閉じ込められていても「今日のラッキーアイテム」さえ手に入ればそのラッキーで脱出できる説 完結編,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
262,2021-05-05,ヤラセに加担してしまうのか…禁断のドッキリ検証 ほか,ヤラセ設定持ちかけられた芸人 番組成立のためならついつい片棒担いじゃう説 ・ 名前貸しのプロデュースオファー どんなにしんど目の内容でもギャラ次第では受けちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
263,2021-05-12,4年ぶりお寿司の達人 ほか,お寿司の達人 第5弾 ・ 隣のヤツがとんでもないゴシップ話してたら仕事そっちのけで釘付けになっちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
264,2021-05-26,知り合いの中から好きな人順に告白していけば誰でもさすがに100人以内で恋人できる説▼お互いに自分がマジギレドッキリの仕掛け人だと思ってる…ダブルマジギレドッキリ,知り合いの中から好きな人順に告白していけば誰でもさすがに100人以内で恋人できる説 ・ ダブルマジギレドッキリ,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
265,2021-06-02,"マネージャーのケンカを止めたら…鬼越トマホークの「うるせえなぁ!」を食らう""リアル鬼越ドッキリ""▼都内最安物件を調査▼歴代売れなかった芸人ＣＤランキング",突然マネージャーから鬼越トマホークの「うるせえなぁ!」のくだり食らったら意外とシリアスな状況になっちゃう説 ・ むつみ荘 令和になっても都内で最もお得説 ・ 史上最も売れなかった芸人のCD ハリセンボンの「ともだちのうた」説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
266,2021-06-09,ゴシップ話で釘付けチャレンジ第2弾 ほか,隣のヤツがとんでもないゴシップ話してたら仕事そっちのけで釘付けになっちゃう説 第2弾 ・ 「俺 迷惑系YouTuberになる」と子供から言われて「お前が選んだ道なら…」と応援スタンスをとる親などいない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
267,2021-06-16,「馬用」と聞かされれば強めの効果期待しちゃう説▼「あの人は今」が別人だったら指摘できる?▼夫婦コンビの妻が「離婚」か「コンビ解散」の究極の2択を迫るドッキリ,「家庭と仕事どっちが大事なの?」の究極 夫婦コンビの妻から「離婚」か「コンビ解散」の2択迫られるパターン説 ・ 「あの人は今」で全く別人が出てきても指摘できない説 第2弾 ・ 「馬用」と聞かされれば強めの効果期待しちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
268,2021-06-23,知り合いの中から好きな人順に告白していけば誰でもさすがに100人以内で恋人できる説 第2弾 ほか,知り合いの中から好きな人順に告白していけば誰でもさすがに100人以内で恋人できる説 第2弾 ・ 打ち合わせ中 隣の部屋からカレーの匂いを送り続けたら その後全員カレー食う説 第2弾,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
269,2021-06-30,リアル鬼越ドッキリ第2弾 ほか,突然マネージャーから鬼越トマホークの「うるせえなぁ!」のくだり食らったら意外とシリアスな状況になっちゃう説 第2弾 ・ 自分の商売道具 完璧に把握していなければプロ失格説 第2弾 ・ SONY芸人 SONY製品持ってないとは言わせない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
270,2021-07-14,声を操るプロ声優ならモノマネも上手いはず説▼激辛好きvs辛さは苦手な大食いのデスソース1L早消費対決▼逆に林家ぺーの誕生日を知っている芸能人、悲しいかないない説,声を操るプロ 声優ならモノマネも上手いはず説 ・ 辛さに強い人vs辛さは苦手な大食いの「激辛大食い」トントン説 ・ 逆に林家ぺーの誕生日を知っている芸能人 悲しいかないない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
271,2021-07-21,芸人が今までで一番スゴいと思ったコメント調査▼「お前が歌うんかい!」のパターン、ツッコミ芸人ならどんな状況でも一発でツッコめる説▼リアル鬼越ドッキリFINAL,芸人が今までで一番スゴいと思ったコメント調査 ・ 「お前が歌うんかい!」のパターン ツッコミ芸人ならどんな状況でも一発でツッコめる説 第2弾 ・ 突然マネージャーから鬼越トマホークの「うるせえなぁ!」のくだり食らったら意外とシリアスな状況になっちゃう説 FINAL,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
272,2021-08-11,突然ネタのアドバイスをしてきた老紳士が後日TV局の取締役として収録現場に現れたら… ほか,マヂカルラブリーの「つり革ネタ」級にゆれる電車があっても 野田クリスタルなら最後まで立っていられるはず説 ・ 突然ネタに関するアドバイスをしてきた老紳士が 後日テレビ局の取締役として収録現場に現れたら急ピッチで言われた通りにネタ修正しちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
273,2021-08-18,サードシートにも人がいるドッキリ ほか,「後部座席に人がいる」の仕掛け人に仕掛ける「サードシートにも人がいる」が結局一番怖い説 ・ マニアックすぎて1つも売れたことがない業務用機械 存在する説 ・ 釣りで大物がかかって海に引っ張られる演技をすれば 最大5人は道連れに落ちれる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
274,2021-08-25,「クロちゃん新企画」で１時間！,クロちゃん 部屋ごと無人島生活,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
275,2021-09-01,「クロちゃん部屋ごと無人島生活」がついに完結！,クロちゃん 部屋ごと無人島生活→クロちゃん緊急新居探し企画,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
276,2021-09-08,音楽にまつわる説を検証,芸人の名前だけでいい感じの歌詞作れる説 第2弾 ・ 宇多田ヒカル/First Loveの「誰を思ってるんだろう」の部分 カラオケで全員「誰を思ってるんだはー」と歌う説 ・ 吉幾三の「俺ら東京さ行ぐだ」と同じ状況の村 現存する説 ・ ワークマンと新日本ハウスの曲 いずれかを歌ったが最後 もう一方は2度と思い出せない説 ・ 矢口真里 説教食らった後にカラオケで「恋のダンスサイト」歌われてもさすがに「セクシービーム」入れづらい説 ・ 店内BGM 有名曲が違う歌詞になっていても気付かない説 ・ 歯なし 歌下手説 ・ SADSの「忘却の空」を超える清春の超クセソング聞き取りチャレンジ,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
277,2021-09-15,睡眠タライチャレンジ ほか,説教中に長渕の歌詞 自然に盛り込むこと可能説 ・ 強い意思があれば寝た後の体もコントロールできる説 ・ 東京モノレールの「整備場駅」が最寄駅の住人いない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
278,2021-09-22,マツケンサンバを踊りながら泣くことなど出来ない説など,マツケンサンバを踊りながら泣くことなど出来ない説 ・ 相方“2度見させ”選手権,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
279,2021-09-29,おぼん･こぼんヒストリー,おぼん・こぼんヒストリー,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
280,2021-10-06,おぼん・こぼん THE FINAL,おぼん・こぼん THE FINAL,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
281,2021-10-13,説教中に長渕の歌詞､自然に盛り込むこと可能説 第2弾 ほか,説教中に長渕の歌詞 自然に盛り込むこと可能説 第2弾 ・ モノマネ番組の子供そっくりさん 今いよいよご本人そっくりになってる説 ・ 嫁対抗 寝言で夫笑わせ選手権,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
282,2021-10-20,生放送の裏で色々やってましたSP,「ラヴィット!」の女性ゲストを大喜利芸人軍団が遠隔操作すればレギュラーメンバーより笑い取れる説 ・ 天才松本人志と全く同じセンスを持つ芸人発掘プロジェクト,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
283,2021-11-10,関西人狼 ほか,関西人狼 ・ レジ袋なしでコンビニから商品を持って帰れる限界 1万円分説 ・ 神輿ダコの人 コロナ禍でそろそろタコ消失説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
284,2021-11-17,パネラーの説検証SP 第3弾,ブチギレてるやつ 存在しない言葉使ってもバレない説 ・ 内藤剛志 この20年 刑事役以外やってない説 ・ 1巻を読んだ帰り道に思わず2巻を買ってしまうマンガこそ本当に面白いマンガ説 ・ 子守唄 どんな歌詞でも赤ちゃんは寝る説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
