,episode,date,name_ja,opening_ja,dupe_number,day_order
882,869,2007-09-02,教室シリーズ 第4弾 村上ショージのパイロット教室,[ハガキ]カーナビの案内を無視しつづけるとカーナビはどうなりますか？,1,2007-09-02-1.0
883,870,2007-09-09,芸人おにぎりの凄いイビキを検証,ゴルフバー→夜中に素麺つゆをこぼしてしまう,1,2007-09-09-1.0
884,871,2007-09-16,テクニシャン対決 第4弾 スピードキスマッチ!!,なし,1,2007-09-16-1.0
885,872,2007-09-30,山崎邦正音楽プロデュース,なし,1,2007-09-30-1.0
886,873,2007-10-07,バキューム藤原大喰いイリュージョン,[ハガキ]ライオンとゴリラの喧嘩を見たことがあるそうですが、どんな風に始まりどんな風に決着が付いたのか詳しく教えて下さい→サメはなぜわざわざ背びれを水上に上げて近づいてくるのですか？,1,2007-10-07-1.0
887,874,2007-10-14,クイズ山崎あやの500のコト,なし,1,2007-10-14-1.0
888,875,2007-10-21,オッサンたちの刺繍王決定戦〜!!,なし,1,2007-10-21-1.0
889,876,2007-10-28,山崎VSモリマン奇跡のスーパーファイナル引退リベンジマッチ（前編）,なし,1,2007-10-28-1.0
890,877,2007-11-04,山崎VSモリマン奇跡のスーパーファイナル引退リベンジマッチ（後編）,なし,1,2007-11-04-1.0
891,878,2007-11-11,バキューム藤原 シューマイ地獄の刑,コンビニ店内で電話してる人は邪魔→みんな電話やメールをよく使う,1,2007-11-11-1.0
892,879,2007-11-18,第2回 ショウヘイショータイム,なし,1,2007-11-18-1.0
893,880,2007-11-25,ききポン酢,なし,1,2007-11-25-1.0
894,881,2007-12-02,第3回 ガキ使チームVS元天然素材チームで対決しまっしょい〜!!（前編）,なし,1,2007-12-02-1.0
895,882,2007-12-09,第3回 ガキ使チームVS元天然素材チームで対決しまっしょい〜!!（後編）,なし,1,2007-12-09-1.0
896,883,2007-12-16,笑い飯の人形劇 赤ずきんちゃん,なし,1,2007-12-16-1.0
897,884,2007-12-23,第10回 年末特別企画 2007年 ガキの使いおもしろVTRベスト10!!,なし,1,2007-12-23-1.0
898,885,2007-12-30,笑ってはいけない病院24時笑いの巣窟徹底解明!!,アリガトウゴザイマシタと何度もいう店の話→[ハガキ]勝利の女神に会ったことがあるそうですが、本性は一体どんな方なのですか？→アリガトウゴザイマシタ緊急検証!!,1,2007-12-30-1.0
899,-,2007-12-31,大晦日年越しSP 絶対に笑ってはいけない病院24時,なし,1,2007-12-31-1.0
900,886,2008-01-06,笑ってはいけない病院未公開シーン一挙放送!!,なし,1,2008-01-06-1.0
901,887,2008-01-13,ブラックマヨネーズ小杉七変化!!,なし,1,2008-01-13-1.0
902,888,2008-01-20,第19回 子年だよあけましておめでとうございマウス！新春大新年会〜!!,なし,1,2008-01-20-1.0
903,889,2008-01-27,松本風邪で未公開トーク＆シーン一挙公開!!,(※未公開)[ハガキ]絶対に噛まないでしゃべる方法を教えて下さい→ハワイといえばカメハメハ大王ですが、具体的に何をした大王なのですか？→原始人が初めて火を使ったときのことをちゃんと教えて下さい,1,2008-01-27-1.0
904,890,2008-02-03,クイズ楳図かずおの500のコト,なし,1,2008-02-03-1.0
905,891,2008-02-10,「あ」で始まるおかずでゴハンを一升食べつくせ〜!!,なし,1,2008-02-10-1.0
906,892,2008-02-17,教室シリーズ 第5弾 村上ショージのピエロ教室,なし,1,2008-02-17-1.0
907,893,2008-02-24,山崎邦正コソ泥裁判（前編）,なし,1,2008-02-24-1.0
908,894,2008-03-02,山崎邦正コソ泥裁判（後編）,先週のトークがなくなった話→座薬の話,1,2008-03-02-1.0
909,895,2008-03-09,ホームシックの外国人を救え!!,なし,1,2008-03-09-1.0
910,896,2008-03-16,吉本コンビ芸人 紙相撲No.1決定戦,なし,1,2008-03-16-1.0
911,897,2008-03-23,バキューム藤原&ヘイポー シューマイ・ウィッチ・プロジェクト!!,なし,1,2008-03-23-1.0
912,898,2008-03-30,目指せ賞金10万円!! ききトンカツソース,なし,1,2008-03-30-1.0
913,899,2008-04-13,ガキの使い卒業 さようなら山崎邦正,なし ※この回よりレギュラー放送もハイビジョン化,1,2008-04-13-1.0
914,900,2008-04-20,放送900回記念企画 笑福亭笑瓶の被害者は誰だ!?,なし,1,2008-04-20-1.0
915,901,2008-04-27,ゲームでヤッターマン,なし,1,2008-04-27-1.0
916,902,2008-05-04,浜田雅功探索 未確認生物カッパ発見!,(※未公開)[ハガキ]公園にはハトが一杯いるのに、公園でハトの屍骸をみることはありません。ハトはどこで死んでいるのですか？→人間にドＭがいるように、犬や猫にもドＭがいるのですか？→カツオにとってマグロとはどんな存在ですか？,1,2008-05-04-1.0
917,903,2008-05-11,日曜ナイトスペシャル7 命知らずの入れ歯スタントマン ピカデリー梅田 緊急来日特番!!,なし,1,2008-05-11-1.0
918,904,2008-05-18,「か」で始まるおかずでゴハンを一升食べ尽くせ〜!!,なし,1,2008-05-18-1.0
919,905,2008-05-25,村上ショージのゴーストバスターズ教室,なし,1,2008-05-25-1.0
920,906,2008-06-01,三谷幸喜とサイレント図書館,(※未公開)[ハガキ]どん兵衛を世界一おいしく食べる食べ方を教えて下さい→浜田さんが発する我々とは誰からそしてどこまでを指し示すのですか？→ラコステのワニはいつも向かって右方向に向いていますが、右方向には何があるのですか？,1,2008-06-01-1.0
921,907,2008-06-08,ハイテンションザベストテン,なし,1,2008-06-08-1.0
922,908,2008-06-15,クイズ和田アキコの500のコト（前編）,なし,1,2008-06-15-1.0
923,909,2008-06-22,クイズ和田アキコの500のコト（後編）,なし,1,2008-06-22-1.0
924,910,2008-06-29,イッツジーショッピング,なし,1,2008-06-29-1.0
925,911,2008-07-06,昇天！腰フリマッチ!!,なし,1,2008-07-06-1.0
926,912,2008-07-13,コンビ対抗芸能人生ゲーム!!,なし,1,2008-07-13-1.0
927,913,2008-07-20,第14回 芸能人釣り選手権〜!!（前編）,なし,1,2008-07-20-1.0
928,914,2008-07-27,第14回 芸能人釣り選手権〜!!（後編）,なし,1,2008-07-27-1.0
929,915,2008-08-03,笑い飯のヒーローショー,なし,1,2008-08-03-1.0
930,916,2008-08-10,寝ても覚めても芸のうち！ 芸人イビキ発表会〜!!,なし,1,2008-08-10-1.0
931,917,2008-08-17,死ぬ気でしがみつけ！引きづられ部〜!!（前編）,なし,1,2008-08-17-1.0
932,918,2008-08-24,死ぬ気でしがみつけ！引きづられ部〜!!（後編）,なし,1,2008-08-24-1.0
933,919,2008-08-31,村上ショージの舞妓はん教室,なし,1,2008-08-31-1.0
934,920,2008-09-07,テレビ業界初！&#9400罰ゲームを考える（前編）,なし,1,2008-09-07-1.0
935,921,2008-09-14,テレビ業界初！&#9400罰ゲームを考える（後編）,(※未公開)[ハガキ]羊が１匹羊が２匹と数えていくとラストはどうなるのですか？→遠距離恋愛を感じさせなかったあのテクを後輩に代々伝えているという松本さん、誰に聞けば知ることが出来ますか？→ロミオとジュリエットを日本人の名前にすると誰が当てはまるのですか？,1,2008-09-14-1.0
936,922,2008-09-21,菅 全日本プロレス,なし,1,2008-09-21-1.0
937,923,2008-09-28,女芸人集合！山崎歌劇団 初公演！,なし,1,2008-09-28-1.0
938,924,2008-10-05,ビーチク早吸いマッチ!!,なし,1,2008-10-05-1.0
939,925,2008-10-19,遠藤たけしで世界記録挑戦,なし,1,2008-10-19-1.0
940,926,2008-10-26,タクシー運転手笑わせ王決定戦！（前編）,なし,1,2008-10-26-1.0
941,927,2008-11-02,タクシー運転手笑わせ王決定戦！（後編）,なし,1,2008-11-02-1.0
942,928,2008-11-09,この一口に命をかけろ 賞金10万円争奪！きき納豆〜!!,なし,1,2008-11-09-1.0
943,929,2008-11-16,山崎プロデュース 第4弾,なし,1,2008-11-16-1.0
944,930,2008-11-23,第4回 ガキチームVS元天然素材チームで対決しまっしょい〜!!（前編）,なし,1,2008-11-23-1.0
945,931,2008-11-30,第4回 ガキチームVS元天然素材チームで対決しまっしょい〜!!（中編）,なし,1,2008-11-30-1.0
946,932,2008-12-07,第4回 ガキチームVS元天然素材チームで対決しまっしょい〜!!（後編）,(※未公開)[ハガキ]飼い犬は飼い主が何をしでかした時に噛み付いてくるのですか？→マナカナを見分ける方法を教えて下さい→大リーグボールには最大12号まであると噂に聞きましたが、12号ともなるとやはりすごい変化をするのですか？,1,2008-12-07-1.0
947,933,2008-12-14,クイズマネージャー藤原の500のコト,なし,1,2008-12-14-1.0
948,934,2008-12-21,2008年おもしろVTRベスト10,なし,1,2008-12-21-1.0
949,935,2008-12-28,大晦日年越しSP 山崎VSモリマン炎のファイナルリベンジマッチ・笑ってはいけない新聞社直前見所紹介SP!!,なし,1,2008-12-28-1.0
950,-,2008-12-30,大晦日SP直前!!笑っても大丈夫傑作選'08,なし,1,2008-12-30-1.0
951,-,2008-12-31,大晦日年越しSP 山崎VSモリマン炎のファイナルリベンジマッチ・絶対に笑ってはいけない新聞社24時,なし,1,2008-12-31-1.0
952,936,2009-01-04,山崎VSモリマン 未公開,なし,1,2009-01-04-1.0
953,937,2009-01-11,笑ってはいけない新聞社 秘蔵映像一挙公開!!,なし,1,2009-01-11-1.0
954,938,2009-01-18,笑ってはいけない新聞社 秘蔵映像一挙公開!!,なし,1,2009-01-18-1.0
955,939,2009-01-25,第20回 新春大新年会〜!!,なし,1,2009-01-25-1.0
956,940,2009-02-01,板尾創路プレゼンツ 興奮してはいけない小学生,なし,1,2009-02-01-1.0
957,941,2009-02-08,笑い飯哲夫　七変化〜!!,なし,1,2009-02-08-1.0
958,942,2009-02-15,テレビ史上最多パイ投げ地獄ゲーム,なし,1,2009-02-15-1.0
959,943,2009-02-22,おもしろ男フジモンの「顔デカイからや」講義,なし,1,2009-02-22-1.0
960,944,2009-03-01,村上ショージのドラキュラ教室,なし,1,2009-03-01-1.0
961,945,2009-03-08,笑い飯・西田 七変化,なし,1,2009-03-08-1.0
962,946,2009-03-15,この一口に命をかけろ 10万円争奪！ききケチャップ〜!!,なし,1,2009-03-15-1.0
963,947,2009-03-22,先輩思いな後輩芸人は誰だ！？世にも奇妙な本番前検証（前編）,なし,1,2009-03-22-1.0
964,948,2009-03-29,先輩思いな後輩芸人は誰だ！？世にも奇妙な本番前検証（後編）,なし,1,2009-03-29-1.0
965,949,2009-04-05,ガキの使い卒業 さよなら山崎邦正,なし,1,2009-04-05-1.0
966,950,2009-04-12,950回記念 笑福亭笑瓶の被害者は誰だ!?,なし,1,2009-04-12-1.0
967,951,2009-04-19,新千秋オーディション,なし,1,2009-04-19-1.0
968,952,2009-04-26,クイズ佐野元春の500のコト（前編）,なし,1,2009-04-26-1.0
969,953,2009-05-03,クイズ佐野元春の500のコト（後編）,なし,1,2009-05-03-1.0
970,954,2009-05-10,ハイテンション ザ・ベストテン（前編）,なし,1,2009-05-10-1.0
971,955,2009-05-17,ハイテンション ザ・ベストテン（後編）,なし,1,2009-05-17-1.0
972,956,2009-05-24,コンビ対抗クイズグランプリ,なし,1,2009-05-24-1.0
973,957,2009-05-31,衝撃告白!思い出旅館!!,なし,1,2009-05-31-1.0
974,958,2009-06-07,日曜ナイトスペシャル8 勇敢なる入れ歯考古学者 ピカデリー梅田 緊急来日特番!!,なし,1,2009-06-07-1.0
975,959,2009-06-14,ヘイポーサプライズ写真大作戦!!,なし,1,2009-06-14-1.0
976,960,2009-06-21,風を切って走りぬけ！激走！犬部〜!!,なし,1,2009-06-21-1.0
977,961,2009-06-28,バナナマン設楽を倒せ！芸能界手押し相撲王決定戦！（前編）,なし,1,2009-06-28-1.0
978,962,2009-07-05,バナナマン設楽を倒せ！芸能界手押し相撲王決定戦！（後編）,なし,1,2009-07-05-1.0
979,963,2009-07-12,第15回 芸能人釣り選手権（前編）,なし,1,2009-07-12-1.0
980,964,2009-07-19,第15回 芸能人釣り選手権（後編）,なし,1,2009-07-19-1.0
981,965,2009-07-26,村上ショージの闘牛士教室,なし,1,2009-07-26-1.0
982,966,2009-08-02,温厚タレント大集合！芸能界怒り王グランプリ!!（前編）,なし,1,2009-08-02-1.0
983,967,2009-08-09,温厚タレント大集合！芸能界怒り王グランプリ!!（中編）,なし,1,2009-08-09-1.0
984,968,2009-08-16,温厚タレント大集合！芸能界怒り王グランプリ!! 完結編（後編）,なし,1,2009-08-16-1.0
985,969,2009-08-23,この一口に命をかけろ 賞金10万円争奪！ききハム〜!!,なし,1,2009-08-23-1.0
986,970,2009-09-06,東京23区全32店舗を食い尽くせ! 餃子の王将 SARAE MARATHON（前編）,なし,1,2009-09-06-1.0
987,971,2009-09-13,東京23区全32店舗を食い尽くせ! 餃子の王将 SARAE MARATHON（後編）,なし,1,2009-09-13-1.0
988,972,2009-09-20,浜田vs大沼 どっちが似てるか対決,なし,1,2009-09-20-1.0
989,973,2009-09-27,村上ショージの教室シリーズ 総集編,なし,1,2009-09-27-1.0
990,974,2009-10-04,放送20周年記念企画 遠藤章造の被害妄想日記 ガキチームVS南阿佐ヶ谷商店街チーム草野球バトル!!,なし,1,2009-10-04-1.0
991,975,2009-10-11,クイズ マツコデラックスの500のコト,なし,1,2009-10-11-1.0
992,976,2009-10-18,コンビ対抗よしもとかるた大会〜!!,なし,1,2009-10-18-1.0
993,977,2009-10-25,ヘイポー一人ぼっちの真夜中の大運動会!!,なし,1,2009-10-25-1.0
994,978,2009-11-01,ケンドーコバヤシ七変化〜!!,なし,1,2009-11-01-1.0
995,979,2009-11-08,ハイテンションザ・ベストテン（前編）,なし,1,2009-11-08-1.0
996,980,2009-11-15,ハイテンションザ・ベストテン（後編）,なし,1,2009-11-15-1.0
997,981,2009-11-22,ガキの収録現場にSP板尾現る！,なし,1,2009-11-22-1.0
998,982,2009-11-29,藤岡先生とサバイバル〜!!,なし,1,2009-11-29-1.0
999,983,2009-12-06,1年9ヶ月ぶりのトーク！,前説でライセンス、ココリコ、山崎邦正が登場→結婚したなぁ→娘の名前は知らない→出産立ち会った？→育児の様子を聞きたい→赤ちゃんトランシーバー→公園デビュー→名前言えや！,1,2009-12-06-1.0
1000,984,2009-12-13,この一口に命をかけろ 賞金10万円争奪！ききコーンスープ〜!!,なし,1,2009-12-13-1.0
1001,985,2009-12-20,第12回 年末特別企画 2009年ガキの使いおもしろVTRベスト10!!,なし,1,2009-12-20-1.0
1002,986,2009-12-27,笑ってはいけないホテルマン放送直前SP,なし,1,2009-12-27-1.0
1003,-,2009-12-30,大晦日SP直前!!笑ってはいけないホテルマン徹底解剖,なし,1,2009-12-30-1.0
1004,-,2009-12-31,大晦日年越SP 絶対に笑ってはいけないホテルマン24時,なし,1,2009-12-31-1.0
1005,987,2010-01-10,笑ってはいけないホテルマン24時秘蔵VTR集!!,なし,1,2010-01-10-1.0
1006,988,2010-01-17,笑ってはいけないホテルマン24時 今夜ついに完結!,なし,1,2010-01-17-1.0
1007,989,2010-01-24,第21回 新春大新年会〜!!,なし,1,2010-01-24-1.0
1008,990,2010-01-31,第5回 ガキ使チームVS元天然素材チームで対決しまっしょい〜!!（前編）,なし,1,2010-01-31-1.0
1009,991,2010-02-07,第5回 ガキ使チームVS元天然素材チームで対決しまっしょい〜!!（後編）,なし,1,2010-02-07-1.0
1010,992,2010-02-14,世界のヘイポー ひとりぼっちのプレハブ生活,なし,1,2010-02-14-1.0
1011,993,2010-02-21,村上ショージの第2回 忍者教室,なし,1,2010-02-21-1.0
1012,994,2010-02-28,バナナマン日村七変化〜!!,なし,1,2010-02-28-1.0
1013,995,2010-03-07,銀だこ食べて100万円！東京23区37店舗 完全制覇〜!!（前編）,なし,1,2010-03-07-1.0
1014,996,2010-03-14,銀だこ食べて100万円！東京23区37店舗 完全制覇〜!!（後編）,なし,1,2010-03-14-1.0
1015,997,2010-03-21,芸能界お腹痛い王グランプリ!!,なし,1,2010-03-21-1.0
1016,998,2010-03-28,芸能界お腹痛い王グランプリ!! 完結編,なし,1,2010-03-28-1.0
1017,999,2010-04-04,ガキの使い卒業 さようなら山崎邦正,なし,1,2010-04-04-1.0
1018,1000,2010-04-11,放送1000回記念企画 一番長く潜っていられるのは誰だ!?水中息止めバトル〜!!,なし,1,2010-04-11-1.0
1019,1001,2010-04-18,これやってみたかってん! 絶対においしいぬか漬け選手権!! [第11弾],なし,1,2010-04-18-1.0
1020,1002,2010-04-25,ヘイポー おっぱいバレー,なし,1,2010-04-25-1.0
1021,1003,2010-05-02,松本ゾンビ 絶妙なタイミングで登場,なし,1,2010-05-02-1.0
1022,1004,2010-05-09,バナナマン設楽 七変化〜!!,なし,1,2010-05-09-1.0
1023,1005,2010-05-16,芸能界No.1決定戦 TKJグランプリ（前編）,なし,1,2010-05-16-1.0
1024,1006,2010-05-23,芸能界No.1決定戦 TKJグランプリ（中編）,なし,1,2010-05-23-1.0
1025,1007,2010-05-30,芸能界No.1決定戦 TKJグランプリ（後編）,なし,1,2010-05-30-1.0
1026,1008,2010-06-06,浜田雅功 天然裁判!!（前編）,なし,1,2010-06-06-1.0
1027,1009,2010-06-13,浜田雅功 天然裁判!!（後編）,なし,1,2010-06-13-1.0
1028,1010,2010-06-20,ゲームで怪物くん,なし,1,2010-06-20-1.0
1029,1011,2010-06-27,山崎新喜劇 旗揚げ！,なし,1,2010-06-27-1.0
1030,1012,2010-07-04,緊急! 松本病状徹底検証！,なし　※スタジオ公開収録,1,2010-07-04-1.0
1031,1013,2010-07-18,章造遠藤のクイズ！まあまあまあ！,なし,1,2010-07-18-1.0
1032,1014,2010-07-25,この一口に命をかけろ 賞金10万円争奪！ききジャム〜!! （ゲスト：関根勤）,なし,1,2010-07-25-1.0
1033,1015,2010-08-01,松本人志 手術 結果報告！,なし　※スタジオ公開収録,1,2010-08-01-1.0
1034,1016,2010-08-08,アットホーム企画 田舎に泊まらせていただきます！（ヘイポーの田舎に泊まらせていただきます！）,なし,1,2010-08-08-1.0
1035,1017,2010-08-15,アットホーム企画 田舎に泊まらせていただきます！（ヘイポーの田舎に泊まらせていただきます！）完結編,なし,1,2010-08-15-1.0
1036,1018,2010-08-22,板尾創路の妖怪退治講習！,なし,1,2010-08-22-1.0
1037,1019,2010-08-29,すしざんまい食べつくして100万円！東京23区31店舗完全制覇〜!!,なし,1,2010-08-29-1.0
1038,1020,2010-09-05,すしざんまい食べつくして100万円！東京23区31店舗完全制覇〜!! 完結編,なし,1,2010-09-05-1.0
1039,1021,2010-09-12,友近 七変化〜!!,なし,1,2010-09-12-1.0
1040,1022,2010-09-19,クイズ田原総一朗の100のコト（前編）,なし,1,2010-09-19-1.0
1041,1023,2010-09-26,クイズ田原総一朗の100のコト（後編）,なし,1,2010-09-26-1.0
1042,1024,2010-10-03,日曜ナイトスペシャル9 入れ歯UFO研究家 ピカデリー梅田 緊急来日特番!!,なし,1,2010-10-03-1.0
1043,1025,2010-10-10,ドライブは豆知識でGO!GO!,なし,1,2010-10-10-1.0
1044,1026,2010-10-17,ドライブは豆知識でGO!GO! 完結編,なし,1,2010-10-17-1.0
1045,1027,2010-10-24,ジローラモの忍者教室,なし,1,2010-10-24-1.0
1046,1028,2010-10-31,浜田の心霊ビデオ（浜田が見ている）,なし,1,2010-10-31-1.0
1047,1029,2010-11-07,昭和の歌姫 山口百恵ヒストリー,なし,1,2010-11-07-1.0
1048,1030,2010-11-14,ハイテンションザベストテン（前編）,なし,1,2010-11-14-1.0
1049,1031,2010-11-21,ハイテンションザベストテン（後編）,なし,1,2010-11-21-1.0
1050,1032,2010-11-28,ガキの使い名物キャラ名鑑,なし,1,2010-11-28-1.0
1051,1033,2010-12-05,クリスとイっちゃった王グランプリ,なし,1,2010-12-05-1.0
1052,1034,2010-12-12,クリスとイっちゃった王グランプリ 完結編,なし,1,2010-12-12-1.0
1053,1035,2010-12-19,第13回 年末特別企画 2010年 ガキの使いおもしろVTRベスト10!!,なし,1,2010-12-19-1.0
1054,1036,2010-12-26,笑ってはいけないスパイ放送直前SP！,なし,1,2010-12-26-1.0
1055,-,2010-12-30,大晦日SP直前!!笑ってはいけないスパイ徹底解剖,なし,1,2010-12-30-1.0
1056,-,2010-12-31,大晦日年越しSP　絶対に笑ってはいけないスパイ24時,なし,1,2010-12-31-1.0
1057,1037,2011-01-09,笑ってはいけないスパイ秘蔵シーン!!,なし,1,2011-01-09-1.0
1058,1038,2011-01-16,笑ってはいけないスパイ秘蔵シーン!!,なし,1,2011-01-16-1.0
1059,1039,2011-01-23,第22回 今年も頑張ラビット！新春大新年会〜!! ＆ 山崎邦正プレゼンツ 第5回 山-1グランプリ!!,なし,1,2011-01-23-1.0
1060,1040,2011-01-30,山崎邦正プレゼンツ 第5回 山-1グランプリ!!（後編）,なし,1,2011-01-30-1.0
1061,1041,2011-02-06,野性爆弾川島七変化〜!!,なし,1,2011-02-06-1.0
1062,1042,2011-02-13,もっと見たいスパイ24時 秘蔵VTR大公開スペシャル〜!!（世界のヘイポー フィリピン潜入捜査!!）,なし,1,2011-02-13-1.0
1063,1043,2011-02-20,山崎邦正 上質なツッコミを入れる,なし,1,2011-02-20-1.0
1064,1044,2011-02-27,この一口に命をかけろ 賞金10万円争奪！ききりんごジュース〜!!,なし,1,2011-02-27-1.0
1065,1045,2011-03-06,目指せ100万円！ 王将全メニューを食べ尽くせ〜！ （ゲスト：X-GUN）,※着ぐるみトーク開始　都知事選の話（松本×浜田）,1,2011-03-06-1.0
1066,1046,2011-03-20,ピカデリー梅田 奇跡の数々（総集編）,なし,1,2011-03-20-1.0
1067,1047,2011-03-27,ガキの使い卒業 さようなら山崎邦正,幸せそうな田中ファミリー→遠藤はアホ（遠藤×田中）,1,2011-03-27-1.0
1068,1048,2011-04-03,実録!! 理不尽ダウンタウン （コンビ対抗企画 総集編）,なし,1,2011-04-03-1.0
1069,1049,2011-04-10,板尾が元嫁と復縁(秘)カラオケパーティー,サッカー部の息子のために瞬足を購入→プライベートで車を運転中の浜田に遭遇（浜田×田中）,1,2011-04-10-1.0
1070,1050,2011-04-17,第2回 コンビ対抗！ 芸人クイズグランプリ〜!!,なし,1,2011-04-17-1.0
1071,1051,2011-04-24,目指せ王子様 炎のテニス教室〜!!（遠藤妄想企画 第5弾）,松本の目くそ病→田中に性欲はあるのか？→嫁とAV（松本×田中）,1,2011-04-24-1.0
1072,1052,2011-05-01,4人で着ぐるみトーク (浜田が風邪で早退),浜田風邪で声でない→歳をとったら・・・なんやらガッテン→嫁が子供を叱っている時→浜田はチャッカマン松本は電熱器→傷心山崎→松本、タクシーにて→気を使わない後輩→娘の躾→田中の夢→遠藤娘は浜田を敵対視→浜田のどや顔→松本のポジティブサプライズ→車にチリンチリン？→タクシーの非常灯→松本のうんこを盗撮？（松本×山崎×遠藤×田中）,1,2011-05-01-1.0
1073,1053,2011-05-08,芸能界No.1決定戦 TKJグランプリ2（前編）,なし,1,2011-05-08-1.0
1074,1054,2011-05-15,芸能界No.1決定戦 TKJグランプリ2（中編）,なし,1,2011-05-15-1.0
1075,1055,2011-05-22,芸能界No.1決定戦 TKJグランプリ2（後編）,いつから師匠？→松本元帥→それぞれの愛称（松本×山崎×遠藤×田中）,1,2011-05-22-1.0
1076,1056,2011-05-29,松っちゃんの好きそうな物を置いてアタックしよう！,体力落ちてる？→山崎は体が弱い（松本×山崎×遠藤）,1,2011-05-29-1.0
1077,1057,2011-06-05,思い入れソングドライブ〜!!,なし,1,2011-06-05-1.0
1078,1058,2011-06-12,村上ショージの殿様教室 ＆ 思い入れソングドライブ 未公開トーク,なし,1,2011-06-12-1.0
1079,1059,2011-06-19,これやってみたかってん! 絶対においしい石焼ビビンバ選手権!! [第12弾],なし,1,2011-06-19-1.0
1080,1060,2011-06-26,山崎邦正 持ち込み企画 山ちゃんドッキリ(秘)報告〜!!,なし,1,2011-06-26-1.0
1081,1061,2011-07-03,キダ・タローの100のコト,なし,1,2011-07-03-1.0
1082,1062,2011-07-10,割って割ってはっけよい！時間無制限ガラス割りにらめっこ大相撲〜!!,なし,1,2011-07-10-1.0
1083,1063,2011-07-17,なりきりたけし王グランプリ,なし,1,2011-07-17-1.0
1084,1064,2011-07-24,なりきりたけし王グランプリ 完結編,なし,1,2011-07-24-1.0
1085,1065,2011-07-31,第2回 ドライブは豆知識でGO!50!,なし,1,2011-07-31-1.0
1086,1066,2011-08-07,森三中黒沢 七変化〜!!,なし,1,2011-08-07-1.0
1087,1067,2011-08-14,&#12951演出生活30周年 世界のヘイポー 芸人さん家にご宿泊〜!!,なし,1,2011-08-14-1.0
1088,1068,2011-08-21,山崎 昭和歌謡曲ヒットパレード,なし,1,2011-08-21-1.0
1089,1069,2011-08-28,焼肉トラジ食べ尽くして10万円！山手線25店舗 完全制覇〜!!,なし,1,2011-08-28-1.0
1090,1070,2011-09-04,焼肉トラジ食べ尽くして10万円！山手線25店舗 完全制覇〜!! 完結編,なし,1,2011-09-04-1.0
1091,1071,2011-09-11,世界のヘイポー COWCOW興志家族とキャンプの旅〜!!,なし,1,2011-09-11-1.0
1092,1072,2011-09-18,一番潜っていられるのは誰だ!? 泥んこ息止めバトル〜!!（笑瓶）,なし,1,2011-09-18-1.0
1093,1073,2011-09-25,この一口に命をかけろ 賞金10万円争奪！ききポテトチップス〜!!,なし,1,2011-09-25-1.0
1094,1074,2011-10-02,ビーチク噛み飛ばし選手権,なし,1,2011-10-02-1.0
1095,1075,2011-10-09,ベロンベロン酒場（前編）,なし,1,2011-10-09-1.0
1096,1076,2011-10-16,ベロンベロン酒場（後編）,山崎 嫁とけんかして家出→浜田流 子育て術,1,2011-10-16-1.0
1097,1077,2011-10-23,第1回 浜田雅功のなるほど ザ・なぞなぞワールド!!,なし,1,2011-10-23-1.0
1098,1078,2011-10-30,ハイテンション ザ・ベストテン（前編）,なし,1,2011-10-30-1.0
1099,1079,2011-11-06,ハイテンション ザ・ベストテン（後編）,なし,1,2011-11-06-1.0
1100,1080,2011-11-13,これってエコじゃね？灼熱の素手地獄！箸なき戦い〜!!,なし,1,2011-11-13-1.0
1101,1081,2011-11-20,第2回 思い入れソングドライブ~〜!!,なし,1,2011-11-20-1.0
1102,1082,2011-11-27,ヘイポーが本気で結婚したい女性ベスト30,なし,1,2011-11-27-1.0
1103,1083,2011-12-04,着ぐるみトーク,2012年に世界が終わる!?→メンバーの老化（5人全員）後輩芸人チャドの理解できない言動→田中を襲った悲劇→高速道路でガス欠（松本×山崎×遠藤×田中）娘の成長に悩む山崎→田中を困らせる3Dメガネにハマる息子（浜田×山崎×田中）,1,2011-12-04-1.0
1104,1084,2011-12-11,中川家礼二七変化〜!!,なし,1,2011-12-11-1.0
1105,1085,2011-12-18,第14回 年末特別企画 2011年 ガキの使いおもしろVTRベスト10!!,なし,1,2011-12-18-1.0
1106,1086,2011-12-25,笑ってはいけない空港24時放送直前SP!!,なし,1,2011-12-25-1.0
1107,-,2011-12-30,大晦日SP直前!!笑ってはいけない空港徹底解剖,なし,1,2011-12-30-1.0
1108,-,2011-12-31,大晦日年越しSP 絶対に笑ってはいけない空港24時,なし,1,2011-12-31-1.0
1109,1087,2012-01-08,笑ってはいけない空港未公開シーン,なし,1,2012-01-08-1.0
1110,-,2012-01-13,絶対に見逃してはいけない空港24時 完全版,なし,1,2012-01-13-1.0
1111,1088,2012-01-15,特技披露会議 毎分をあげよう〜!!（前編）,なし,1,2012-01-15-1.0
1112,1089,2012-01-22,特技披露会議 毎分をあげよう〜!!（後編）,なし,1,2012-01-22-1.0
1113,1090,2012-01-29,第23回 ガキ龍でテレビ業界を背負って辰!? 新春大新年会〜!! ＆ 山崎邦正プレゼンツ 第6回 山-1グランプリ!!,なし,1,2012-01-29-1.0
1114,1091,2012-02-05,この一口に命をかけろ 賞金10万円争奪！ききツナ缶〜!!,なし,1,2012-02-05-1.0
1115,1092,2012-02-12,固まり王グランプリ,なし,1,2012-02-12-1.0
1116,1093,2012-02-19,固まり王グランプリ 完結編,なし,1,2012-02-19-1.0
