date,description_ja,dupe_number,day_order
2020-10-18,突如巻き起こった遠藤の常識無い疑惑…そこでニセ企画「遠藤の１００のこと」を装い常識力をドッキリ検証！「人間の持つ五感を全て答えよ」「国民の三大義務を答えよ」大人なら分かって当たり前の問題にまさかの珍回答連発！？さらに、問題文が間違っている引っ掛け問題でも神回答！松本も苦笑する覚え間違い…ラスト、衝撃の非常識ぶりが発覚し浜田も愕然…おバカがバレないように取り繕って来た遠藤の仮面がついにはがされる！？,1,2020-10-18-1
2020-10-25,前回意外にも好評だったオリジナルジジ抜きが復活！最後の一枚を残したメンバーに恐怖の無理難題が待ちうけ！まずは鉄板ネタ「モノマネ」で勝負！あの大物のカードがヘビーローテーションに…地獄のループに苦しむメンバーだが、意外に難しいジジとは？続いては新ネタ「創作童謡」ありそうで無さそうな曲名に即興の歌詞をつけられるか？さらに大好評「罰ゲーム」では危険なお題にビビリまくる一同…やはりあの男に奇跡が起きる！？,1,2020-10-25-1
2020-11-01,都内某所の雑木林に集合したガキメンバー。この日行うのは前代未聞の「指サバゲー」！己の指だけを頼りに、本気で撃ち合い、敵陣のフラッグを奪取できるか？藤本、河本、岩尾、ライセンスらお馴染みのメンバーも参戦し、ロケットランチャーから手榴弾まで、自らの武器を披露するが…早くも松本に異変が！？そして松本チームと浜田チームの戦いが開幕！林に銃声が鳴り響くが…全く埒があかない展開に浜田ブチギレ！？一体どうなる？,1,2020-11-01-1
2020-11-08,ガキ使名物企画「こんなん似合うんやろ選手権」にレジェンド長州力が登場！早速メンバーそれぞれ買い出しを行い、お似合いのアイテムをプレゼン！まずは長州がトップスから試着していくが…なぜかノーリアクション！？試着どころかファスナーに苦戦する長州に松本苦笑！田中のアイテムに溢れるオカン感とは？ワンポイントでは実用性を求める浜田か？ワイルドさを求める松本か？独自路線の田中か？一方、方正の攻めた提案に一同騒然！？,1,2020-11-08-1
2020-11-15,今やＣＭでも引っ張りだこ！老若男女に愛されている「ほほほい」。それはガキの使いで生まれた奇跡だった。松本も舌を巻いた意外性と爆発力のルーツに迫る「プロジェクトほほほい」！ガキ使のレギュラーに抜擢されるもなかなか芽が出なかった遠藤…そんな苦悩の日々を変えた転機とは？だが成功もつかの間、再び試練が訪れる！？失いかけた誇り…目を覚まさせたのはあの後輩芸人だった！ラスト、渾身のほほほいでまさかの悲劇が！？,1,2020-11-15-1
2020-11-22,自信満々にも関わらず全然面白くない“クソ返し芸能人”を愛をこめて対決させる！「ニックネーム」「変顔」「ダジャレ」など数々のお題で真の実力を確かめろ！方正ジョッキーは尾木ママを直撃…全く噛み合わないクソ返しに騒然！遠藤ジョッキーはフッくん…のっけから飛ばしまくりで問題発言連発！田中ジョッキーは徳光正行…クセが凄すぎる変態発言にスタジオも凍り付く！？終始カオスすぎる展開に松本のクソボタンが止まらない！,1,2020-11-22-1
2020-11-29,謎のヘビーローテーション「ガキジジ抜き」！最後の一枚になったメンバーに恐怖の無理難題が待ち受ける！「動物の本気鳴き声」であの男がまさかの疑惑で浜田激怒＆ガチ鳴き声が大事故！？新ネタ「創作新曲」では有名ミュージシャンが歌いそうな新曲を即興で歌う！松本も恐怖する困難なカードが襲い来るなか、あの男がまさかの奇跡＆衝撃の名曲誕生！？さらにテッパン「罰ゲーム」であの男が過激カードの餌食に…モンスター誕生！？,1,2020-11-29-1
2020-12-06,以前物議を醸した村上ショージの全乗っかりお宅訪問から１年…ついにジミー大西が全乗っかりに参戦！数々のアウトな伝説を残してきたレジェンドはヤバすぎる仕掛けの数々を最後まで切り抜けられるのか？玄関に浜田に対する失礼すぎるモノが…！ダイニングの神棚になぜかあのキャラクター！？キッチンに変態すぎるアレが！風呂場は放送ギリギリのアイテムが満載！？床の間に問題のあるブツが？謎のトレーニング器具に松本も苦笑！？,1,2020-12-06-1
2020-12-13,もはやプロ顔負けのドローン技術を身に着けた藤原が、クリスマス目前に贈る感動大作！歌：浜田雅功、作詞：松本人志の「チキンライス」で昭和風情のアパートを舞台に、ガキ使メンバーがワンカット撮影に挑む！だが、世界観をぶち壊すメンバー達のまさかの音痴ぶりに松本唖然！ロケ中に感じる何者かの視線の正体とは？助っ人ガキ使Ｐも問題児ばかり…浜田も苦言を呈する小汚いキャラとは？永久保存のガキ使ハートフルムービー完成！,1,2020-12-13-1
2020-12-20,数々の名作が生まれた今年のガキ使の中から、元ダウンタウンマネジャー藤原が面白ベスト１０をチョイス！気になる藤原のオープニングアクトは今年Ｎｏ.１ブレイクのあの人！？▼童心を忘れるな！８歳コンテスト▼激ヤバ芸能人を一網打尽！クソ返しダービー▼浜田の老いを検証！？世界のゲームでドッキリ▼やってるのか？田中タイキックのリアクション検証▼クズを露呈！？三四郎小宮ロングインタビュー…果たしてベスト１はどれ？,1,2020-12-20-1
2020-12-27,元ダウンタウンマネジャー藤原が選ぶ今年のガキ使面白ベスト１０完結編！８歳コンテスト、田中タイキック検証、小宮ロングインタビューなどを押さえて上位に輝くのは…「浜田出前館完コピ」か？「藤原ドローン」か？「指サバゲー」か？それとも？▼さらに！大晦日「絶対に笑ってはいけない大貧民GoToラスベガス24時」まであと４日！それまで待てない人のために昨年の青春ハイスクールの名作！理事長室のムチャぶりを大公開！,1,2020-12-27-1
2020-12-31,昨年の「青春ハイスクール」からメンバー５人の笑いのツボを徹底分析！▼神木隆之介＆チョコプラがウザ過ぎるバスネタ▼爆笑不可避の引き出しアイテム▼伊東四朗がまさかの体当たり演技▼水野美紀が武田真治にマジ切れで大暴れ▼波紋を呼んだ田中タイキックやりに行ってる疑惑▼地獄の我慢比べ！ＩＫＫＯゲーム▼香取慎吾が奇想天外な生徒指導▼稲垣吾郎がどぶろっくのあのネタを衝撃完コピ▼あなたはこの笑撃に耐えられるか？,1,2020-12-31-1
2020-12-31,ラスベガスに舞い降りた５人を最強の刺客達が襲う！オープニングにスター登場！バスで人気俳優の一座が胸キュンドラマ！オークション会場に超ＶＩＰが！アノ大女優が体を張ってネタ披露！大物俳優が禁断パフォーマンス！大御所がまさかの扮装で身体検査！ゲーム対決に世界的アスリート緊急参戦！まさかの超大物がオーディションの審査委員長！カジノディーラーが衝撃大乱闘！伝説のアニメから挑戦状！今年の田中もやってる！？,2,2020-12-31-2
2021-01-10,大晦日に放送された「笑ってはいけない大貧民GoToラスベガス」！豪華ゲスト＆爆笑ネタの中で、放送に入りきらなかったイチオシの未公開シーン大放出！▼メンバー５人だけの空間で行われる「引き出しネタ」！方正の引き出しからヤバすぎアイテムに一同騒然▼極限のプレッシャーの中でミッションをクリアせよ！松本がボコボコに浜田の絶叫がこだます！▼エンディング曲を歌った倖田來未を直撃！オファーを受けた裏側を告白！,1,2021-01-10-1
2021-01-17,恒例企画『サイレント図書館』禁断のゲームにミキが登場！カードを引いてドクロが出たら恐怖の罰ゲーム執行！昴生がガキの洗礼を受ける＆亜生が見たことない顔に！浜田のニヤニヤが止まらない恒例のオッサンを使った罰ゲームで一同騒然！意外なお題で松本が本気の〇〇をくらう！想定外のハプニングで痛み倍増？衝撃バズーカ登場であの男が悲惨な姿に策に溺れるメンバーに奇跡のしっぺ返しが！一番罰を受ける持ってないのは誰？,1,2021-01-17-1
2021-01-24,前回尾木ママ・布川敏和・徳光正行らの逸材をあぶり出したこの企画！自信満々だが全然面白くない                     “クソ返し芸能人”を愛をこめて対決させる！「ニックネーム」「ダジャレ」「リアクション」などのお題でレースを展開！方正ジョッキーはサンコンを直撃…異次元の発想力と問題発言に松本も唖然！遠藤ジョッキーは有村昆…自信満々のギャグ連打に現場はカオスに！田中ジョッキーは高橋ジョージ…謎のテンション乱高下に言葉を失う!?,1,2021-01-24-1
2021-01-31,今年も開催「山－1GP」！阿佐ヶ谷姉妹、サンシャイン池崎、アキラ100%などスター芸人を発掘してきたブレイク芸人の登竜門！方正オープニングアクトにまさかの助っ人が!?クセになるイリュージョン漫才、国民的スターの激似モノマネ、縦横無尽に暴れ倒す女性新ギャガー、シュール過ぎる世界観の実力派コント師、衝撃ラップ芸のピン芸人を松本が絶賛!?出場者には方正がご褒美アイテムをプレゼント！果たして優勝するのは誰だ？,1,2021-01-31-1
2021-02-07,山－1GP後半戦！先週はランジャタイ＆ロングコートダディが衝撃ネタ披露！今週も異色芸人が続々！(1)下ネタなのに哀愁を感じる実力派コント師！ガキメンバーにゆかりがあるというが果たして？(2)再現度が高すぎる一人コンビ芸人モノマネ(3)リズムネタと漫才をミックスした新感覚ネタに松本がツボる!?(4)独特なホラーの世界に引き込む本格派コント師(5)結成２年目男女トリオのリアルな恋愛コント(6)ＴＨＥ                     Ｗ出場のカルト芸人が大暴れ!?,1,2021-02-07-1
2021-02-14,緊急企画！57歳浜田雅功老い老い裁判！衝撃の法廷が開幕…芸人たちがリスペクトする日本を代表するツッコミ芸人だったが、近年憧れは薄れつつある！加速する老化が止まらず被害が続出！ガキの使い収録中に起こった様々な事件をＶＴＲで検証していく！芸人考案ゲームで、やりとりのスピードについて行けずに若手のチャンスを潰す…街ロケで小さな段差にいちいちつまずく…老いを指摘されブチギレる…相方の松本は今何を思うのか？,1,2021-02-14-1
2021-02-21,先週目を覆いたくなる老いが発覚した浜田裁判がついに完結！ガキのロケ中に起きた事件に言い逃れする浜田に対抗し、日常的に老いの被害に合っている後輩芸人たちから被害を聞き出す！…溢れ出る私生活の大失態の数々！無邪気にイタズラを仕掛けようとするがまさかのミスで自滅！休日に楽しくバーベキューをするはずが勘違いして後輩を怒鳴り散らす！放送コード完全アウトなありえない激ヤバ姿でロケに参加！松本怒りの(秘)刑を執行!!,1,2021-02-21-1
2021-02-28,今回のテーマは世界中で愛される名作映画スターウォーズのキャラになりきる！特別ルールで1000円～2000円の設定金額の中で買い出しし、工夫を凝らして衣装を制作！キャラはくじ引きで決定！浜田は扮装前から似ているあのキャラに変身!?田中は最適なキャラに？松本はキャラに不満もこだわりの扮装！方正も味のある変身！なりきり具合は寸劇でお披露目！ルーク役はまさかのあのＰが！遠藤がまさかのバイオレンス被害に遭う!?,1,2021-02-28-1
2021-03-07,流行りのキャンプを楽しもうと山へやってきたメンバー…田中の仕切りでテントを立てようと作業していると、なぜか板尾創路が通りかかる！実は近くに住んでいるという板尾、犬の散歩中だというが…その犬がまさかの事態を引き起こす！予想外のハプニングに浜田も呆然。あわやロケ中止の危機に!?果たしてキャンプは無事終えられるのか？,1,2021-03-07-1
2021-03-14,今回は日頃のストレスを発散すべく、前代未聞の企画に挑む「100点差でボロ勝ちソフトボール」！ガキメンバーが格下相手に情け容赦無しでボロ勝ちする！相手チームはまさかのレジェンド軍団！よく揃ったな…ベテラン俳優・外国人タレント・人気ＤＪ・元力士で夢の逆境ナイン!?いざ、衝撃の好珍プレー＆ハプニング続出で大混乱！ガキチームは元高校球児の遠藤を筆頭に打線が炸裂！相手チームの心が折れるまでボロ勝ちできるのか？,1,2021-03-14-1
2021-03-21,格下相手にボロ勝ちできるか？目標まであと88点！イケイケ打線で大量得点を叩き出すガキ使チームvs気持ちは負けていないが、プレーが全く追いつかないフィフィオールスターズ！先発投手の笹野は打ち込まれてDJ                     KOOに交代するが…まさかの危険が迫る！マリックは雰囲気は満々だが…ハンドパワーが予想外の展開に！最終兵器の貴闘力にもまさかのハプニング!?迫る体力の限界…しかしガキチームも同様だった!?果たして結末は？,1,2021-03-21-1
2021-03-28,実録食べ尽くし企画特別編！がブリチキン。都内２０店舗制覇に挑戦するも、メンバーでの潰し合いが発生…あのメンバーが泣きながらギブアップ!?びっくりドンキー食べ尽くしでは、くじ引きで食事の休憩に偏りが！嫌な空気が流れる中、あの男に異変発生!?メニューが５９種類もあるバーミヤンでは１店舗につき２種類を食べるルールで挑戦！松本の提案で完全制覇に近づく!?ラストは史上初の展開に!?ベテラン芸人が食欲の限界と闘う！,1,2021-03-28-1
2021-04-04,名物企画「100のコト」に天才ピアニスト清塚信也が参戦！「ピアノ以外で演奏したい楽器は？」「座右の銘は？」クセがすごい回答の連続にメンバー大苦戦！「一番緊張した人は？」「明日世界が終わるとしたら何をする！」ベールに包まれた天才・清塚の素顔に迫る！共演の多い松本も迷走…回答中にまさかの老いを露呈!?あの名曲をピアノで演奏！驚異の早弾きパフォーマンスに一同驚愕!?前例のないまさかの接戦でご褒美は誰の手に？,1,2021-04-04-1
2021-04-11,激ヤバ企画「浜田ドッキリ検証」第２弾！あれから１年…すっかり油断している浜田は世界のゲームに熱中！日に日に老いが進行しているが日常の異変に気づくのか？▼方正のビジュアルに違和感が…何かがおかしい！松本のルーティーンに巧妙なトラップが！田中は浜田愛用の(秘)アイテム＆遠藤は激ヤバな仕掛けで勝負に出る！次々に襲い来るトラップに疑心暗鬼になる浜田…まさかの一触即発か!?ラスト５分…想定外の(秘)仕掛けに浜田ア然!?,1,2021-04-11-1
2021-04-18,天が二物を与えた今世紀最大の鬼才！音楽プロデューサー月亭方正が４年ぶりに帰ってきた！音楽業界に一石を投じる楽曲をプロデュース！歌い手のせいで残念な仕上がりとなった過去の名曲もプレイバック！今回こそはとココリコの勢いを取り戻すワールドワイドな楽曲を目指すも大苦戦!?ダウンタウンはコンビ愛全開の神曲が完成!?ラスト…方正こだわりの衝撃パフォーマンス衣装に松本が絶句!?果たして、音楽関係者から声はかかるのか？,1,2021-04-18-1
2021-04-25,遠藤家の親子の絆を確かめろ！遠藤の代表的ギャグ「ホホホイ！」がまさかのノーベル賞を受賞！５歳と３歳の息子２人は授賞式の超豪華賞品に大興奮！相方の田中やダウンタウンがお祝いにかけつけるが息子たちの反応は…？超ＶＩＰのノーベル＆大統領もお祝い！授賞式ラストは世界１２０か国以上に同時中継で遠藤が渾身の「ホホホイ！」を披露！果たして息子２人は全力で笑う事ができるのか？感動の親子愛ドキュメントに松本爆笑！？,1,2021-04-25-1
2021-05-02,前回有村昆・高橋ジョージ・サンコンの驚愕のクソ返しを引き出した問題企画第３弾！自信満々だが全然面白くない                     “クソ返し芸能人”を愛をこめて対決させる！「写真で一言」「一発ギャグ」「即興川柳」などのお題でレースを展開！方正ジョッキーはダウンタウン同期・トミーズ健を直撃…序盤から大疾走に浜田唖然！遠藤ジョッキーは坂本ちゃん…下ネタ回答に松本苦笑！田中ジョッキーはジローラモ…お題から逸れた異次元回答連発！,1,2021-05-02-1
2021-05-09,恐怖のお題が描かれたカードで遊ぶ好評ガキ使ジジ抜き！カードを揃えて手札を減らせ！最後まで残った者はカードに書かれたお題を全力で披露！松本不敗神話は続くのか？▼名曲をアカペラでガチ熱唱！あの男が絶好調で早抜け！昭和の名曲を熱唱するも地獄絵図が!?▼お題をもとに即興で童謡を創作熱唱！しんどいお題であの男が餌食に！▼ラスト、恐怖の罰ゲームのお題でジジ抜き！「乳首系」ラッシュに一同恐怖…まさかの結末に戦慄!?,1,2021-05-09-1
2021-05-16,一度見たら忘れられないインパクトを持つアインシュタイン稲田が七変化に挑戦！極度の緊張に襲われる本番前にあの男からまさかの洗礼が！序盤から天性のビジュアルを生かしたネタで攻めまくり罰金の嵐!?意外なハイテクネタ＆得意モノマネで畳みかけ！まさかのレジェンドゲストと(秘)ネタで松本浜田大ピンチ！だがあの男のロックオンで稲田に悲劇が降りかかる!?ラストは想定外の体張りに松本唖然！果たして上位ランクインなるか？,1,2021-05-16-1
2021-05-23,限られた予算で100均アイテムを買い、コスプレに挑戦するなりきり企画傑作選！ゲストにFUJIWARAを迎えた「昭和スター編」では、原西が(秘)ドラマキャラを熱血再現！松本がレジェンドプロレスラーに挑むも反則行為!?方正がモノマネ真骨頂を見せる！最新の「スターウォーズ編」で田中はクオリティに絶対の自信？浜田が禁じ手の扮装を見せる…キャラクターになりきり感動の寸劇を熱演！あの男がまさかのパワハラで台無しに!?,1,2021-05-23-1
2021-05-30,名物企画「100のコト」に超個性派俳優・佐藤二朗が参戦！普段は見せない素顔を暴いていく！「欠かさず見るテレビ番組は？」「子供の頃の夢は？」「最もストレスを感じる瞬間は？」「一番ライバル視している俳優は？」珍回答の連続に浜田が声を荒げる！実演系の問題に佐藤が大苦戦！遠藤にまさかのダメ出し!?松本と『伝説の教師』で初共演したときの印象は？松本との記憶の違いで一悶着!?勝者にご褒美プレゼントで佐藤に物議が!?,1,2021-05-30-1
2021-06-06,ガキの使い名物「教室シリーズ」が８年ぶりに復活！村上ショージに代わり新たな先生くっきー！が海女さん教室を開催！華のないメンバーたちの画力に心配を覚えた先生がまさかの菅田将暉を参戦させる？冒頭から浜田のバイオレンスが炸裂　海の怖さを教える訓練であの大御所芸人が標的に　菅田が地獄のアクションシーンに巻き込まれる…松本も手に負えない訓練の数々…くっきー！ワールド炸裂の熱血指導で立派な海女さんになれるのか？,1,2021-06-06-1
2021-06-13,まさかの菅田将暉参戦！くっきー！の海女さん教室完結編！くっきー！が先生となり海女になる訓練に挑戦！浮世離れした内容に不安を隠せない一同…休憩中に一般人が乱入しメンバーが翻弄される⁉くっきー！が訓練の疲れを癒すご馳走を振る舞うも浜田失笑…ダイナミックな訓練で菅田が汗をかき大健闘！さらに見せ場をつくろうとくっきー！が挑戦するも松本苦笑⁉︎衝撃のラストで菅田がまさかの姿に⁉果たして立派な海女になれるのか？,1,2021-06-13-1
2021-06-20,ダイアン津田ロングインタビュー！これまで月亭方正、ドランクドラゴン鈴木、ジミー大西、コロチキ・ナダル、三四郎・小宮が挑戦してきた超過酷企画！コンディションが不調な中、質問攻めに合い本性が暴かれる！中学時代の先輩ヤンキーに今でも怒っている⁉︎相方ユースケと仲良くなるきっかけにダウンタウンの存在が!?津田がインタビュアーと相性が合わず一悶着で一同失笑…迫り来る疲労に打ち勝ち２４時間終えることができるのか!?,1,2021-06-20-1
2021-06-27,実録！ダイアン津田ロングインタビュー完結編！体力の限界を迎え、インタビュアーと険悪なムードのままロケを続行！まさかのサプライズに津田の感情が爆発⁉︎鉄板のデートコースは？キスは好き？恋愛観を深堀りすると相方のユースケも驚愕の回答連発！お酒も回り出てくる本音に松本苦笑…止まらない質問に津田がマジギレ!?浜田も呆れる醜態を見せる…ダイアンの今後に関わるゲスな本性が明らかに!!果たして２４時間達成できるのか!?,1,2021-06-27-1
2021-07-04,遠藤章造VS陣内智則！真の大根役者頂上決戦！佐藤二朗も驚愕するほどのクサすぎる役者遠藤…それに対し、松本がドラマの芝居を見て衝撃を受けた陣内智則…芸能界の大根ツートップが直接対決！２人に同じシーンを演じてもらいガキメンバーが採点！時代劇でガチ切腹シーンを演じるも浜田失笑！陣内があるまじきミス!?遠藤のクサすぎる顔で大幅減点⁉︎ラスト、即興演技対決で松本驚愕の地獄絵図に!?キングオブ大根役者はどちらの手に!?,1,2021-07-04-1
2021-07-11,大好評ガキ使オリジナルジジ抜き！恐怖のお題が描かれたカードを揃えて手札を減らせ！敗者は残ったカードのお題を全力で披露しなければならない！猛獣と全力で大格闘!?あの男が汗だくになりながら見てられない姿に!?芸人の一発ギャグを全力で披露するお題でまさかの審議が!?一悶着の末、まさかの展開に…ラスト、しんどい体張り罰ゲームカードが続々登場！戦慄が走るお題が残り、一同ヒートアップ!?あの男が悶絶罰ゲームの餌食に!?,1,2021-07-11-1
2021-07-18,若手芸人が考案したオリジナルゲームをやってみよう第５弾！オープニングから松本がブレイク期待の出場芸人を見て嘆く⁉︎リズムにのせてセクシーな伝言ゲームに挑戦！真剣に取り組む元気いっぱいの松本に浜田がドン引き⁉︎言葉を使ったゲームでアノ男の天然が炸裂⁉︎トランプのマークを当てるゲームで浜田がルールの変更を申し出るが…結果が出ないイライラでバイオレンス発動⁉︎果たして、ガキメンバーを唸らせるゲームはあるのか？,1,2021-07-18-1
2021-07-25,若手芸人が考案したオリジナルゲームをやってみよう後半戦！鋭い駆け引きでカードを集めていくゲームに挑戦！好プレー連発!?リズムに合わせてお題と関係ないワードを答えるゲームでメンバーの老いが続出!!アノ男のせいでゲームが全く成立しない⁉︎芸人考案ゲーム常連トリオが今回も参戦！腹筋を酷使する体を張ったゲームで浜田が暴走⁉︎再びグズグズの展開で波乱を呼ぶ展開に‼︎果たしてガキメンバーで盛り上がれるゲームはあるのか？,1,2021-07-25-1
2021-08-08,数々の名勝負を繰り広げてきたガキの使い部活シリーズ！今回、挑戦するのは「息つがない部」！昔話を息つぎせずにどれだけ朗読できるのか⁉︎呼吸厳禁！武器は己の身体１つ！息をつがないことに自信があるよしもとドリームチームとガキメンバーがガチ対決‼︎初戦から大波乱で試合不成立⁉︎メンバーもかばえない浜田のありえないパフォーマンス…追加ルールで松本が大失態…意外にも名勝負が続出！勝利するのはどちらのチームなのか!?,1,2021-08-08-1
2021-08-15,ガキの使い部活シリーズ！息つがない部完結編！息つぎせずに昔話をどれだけ朗読できるのか⁉︎芸能界最強を決めるべくガキチームｖｓ吉本ドリームチームがガチ対決！大量リードをつけられたガキチームは巻き返せるのか？おいでやす小田が倒れ込みながら絶叫!?田中がありえないミスで足を引っ張る…松本の体力が限界でまさかの事態に!?メンバー総出の挑戦で、浜田が衝撃のパフォーマンス⁉︎意外にも名勝負が連発！死闘を制すのは誰だ⁉︎,1,2021-08-15-1
2021-08-22,田中の怒りがピークに達して変わり果てた姿に!?過去数十年にわたるガキメンバーから受けた酷い仕打ちを語り出す！２０年前のドッキリでの浜田から受けたバイオレンス…熱血！浜田塾で永遠に続く地獄の時間…つい最近起きた松本の衝撃行動…新年会での方正のオープニングへのダメ出し…相方・遠藤に対して落胆を募らせる…怒りの果てに誰にも止められない復讐劇が幕を開ける！モンスターと化した田中が暴れ倒す⁉︎ラスト衝撃の展開⁉︎,1,2021-08-22-1
2021-08-29,M-１・R-１二冠王者・マヂカルラブリー野田が七変化に挑戦！序盤からフルスイングのパフォーマンスで流れを掴めるか!?時空を超えたある男がメンバーに対して暴言吐きまくり…衝撃の体張りで粘る野田…思わぬ展開で罰金の嵐⁉︎超有名人のモノマネで思わず浜田が苦言を呈する…大きなカバンの中に隠しているものに一同唖然!?あの男への愛が爆発しまさかの姿に!?野田ワールド全開の超異色ラインナップ！果たして上位ランクインなるか？,1,2021-08-29-1
2021-09-12,これまで様々な競技で大記録に挑んできた松本人志挑戦シリーズ！オリンピックイヤーである今年！５８歳の誕生日を迎えた松本が挑戦するのは…バスケの大技アリウープ！空中でパスを受けてダンクを決めたい松本の夢のために、メンバーが黒子に扮して協力！グダグダな展開に松本がキレて収録中断⁉説得に向かった楽屋で浜田が驚愕⁉︎アイデアを駆使したマル秘兵器が登場!?果たして、松本は念願のアリウープを決めることができるのか!?,1,2021-09-12-1
2021-09-19,憧れが止まらない唯一無二の芸人！ハリウッドザコシショウコンテストを開催！ザコシを憑依させた出場者たちがオープニングから大暴走!?誇張モノマネ対決でなぜかあの芸人のモノマネが連発？最も上手にハンマーカンマーを使いこなすのは!?ザコシ同士で大喧嘩に発展!?松本の厳しいジャッジが続き地獄の時間が訪れる⁉︎ドＳ浜田が暴走し全員瀕死状態に⁉︎ラスト衝撃の展開が待ち受ける!!命を懸けたギリギリの戦いを制するのは誰なのか⁉︎,1,2021-09-19-1
2021-09-26,遠藤VS陣内！真の大根役者頂上決戦第2弾！今回は刑事ドラマをテーマに同じシーンを撮影しガキメンバーが採点！前回、時代劇を演じ衝撃の大根役者ぶりを発揮した陣内は連覇を避けられるか？序盤から遠藤のクサい芝居でメンバー失笑!?緊張感が走る爆弾処理で陣内が信じられないミス!?田中のジャッジに遠藤マジギレでまさかの展開に!!ラストメンバー圧巻の大根芝居が炸裂…果たしてキングオブ大根役者の称号を手にするのはどっちだ⁉︎,1,2021-09-26-1
2021-10-03,幻の名シーン再び！今週は、これまでガキの使いメンバーが数々の死闘を繰り広げてきた「熱々素手部」「止まらない部」「息つがない部」等の名物企画！“ガキの使い部活シリーズ”の傑作選をお送りします,1,2021-10-03-1
2021-10-10,己の指と口だけを頼りに戦え！「指口宇宙戦争」が勃発！去年「指サバゲー」で熱い戦いを繰り広げたメンバー…今回は松本軍と浜田軍に分かれ、惑星の命運を握る姫を奪い合う！藤本、河本、岩尾、ライセンスらが不安を隠せない中、戦争開始！ライトセーバーやビームライフルなど様々な武器で乱闘！アノ男の脅威の能力に松本軍が大苦戦!?進展を見せない争いに浜田ブチギレで一時休戦⁉︎大混戦の末、姫を奪還するのはどちらの軍なのか!?,1,2021-10-10-1
2021-10-17,ガキメンバーが１００点差のボロ勝ちを目指すスポーツ企画！第2弾の今回は「ボロ勝ちビーチバレー」に挑戦！相手チームには前回も活躍したメンバーが登場！さらにベテラン俳優と歌手も参戦！？余裕の勝利を目指してスタートするが…慣れない砂の上での戦いにガキチームまさかの大苦戦⁉︎浜田の怒号が飛び交う中、田中にまさかの疑惑が？炎天下での戦いに両チームの体力に限界が訪れる…果たして、１００点差でボロ勝ちできるのか!?,1,2021-10-17-1
2021-10-24,最弱こそ最強！芸能界スーパークソ返しダービーチャンピオン大会を開催！話が噛み合わない尾木ママ、下ネタ連発のジローラモ、意味不明なサンコン…自信満々だが全く面白くないクソ返しの歴代王者たちが激突！出走前から圧倒的実力を見せつけられジョッキー困惑⁉︎「キャッチコピー」「写真で一言」「すべらない話」で異次元のクソ返しにダウンタウン失笑⁉︎あの出走馬の独走で意外な展開に⁉︎大荒れのレースを制すのは一体誰なのか⁉︎,1,2021-10-24-1
2021-11-07,大好評のガキ使オリジナルジジ抜き！恐怖のお題が描かれたカードを揃えて手札を減らせ！最後まで残った者はカードに描かれたお題を全力で披露しなければならない！即興で聞いたことない童謡披露！あの男が熱唱しながらパニックに!?３人リーチで手に汗握る大接戦に！魂を込めた動物モノマネを披露するも地獄絵図に…絶対にやりたくない罰ゲームに一同戦慄！ラストでまさかの追加ルール発動!?あの男の全力パフォーマンスに一同爆笑!?,1,2021-11-07-1
2021-11-14,名物企画「どうせお前こんなん似合うんやろ選手権」にファーストサマーウイカが登場！メンバーがウイカに似合うと思うアイテムを購入！松本が渾身のトップスをプレゼンするもまさかの失態⁉︎あの男のアイテムに一同ドン引き…田中のチョイスがウイカの新しいドアを開ける？遠藤の個性的すぎる提案に浜田爆笑！松本まさかの順位でパニックに…衝撃のアイテム連発で大混戦に！果たしてウイカのことを一番理解しているのは誰なのか⁉︎,1,2021-11-14-1
2021-11-21,ガキ使恒例「夜の口パクヒットスタジオ」開演！メンバーと豪華ゲストがスター歌手になりきり熱唱！浜田が昭和の名曲を爽やかに歌い上げる！あの男が名俳優を憑依させバキバキの目で熱唱!?松本がジャスティンビーバー絶賛のあの曲を披露!?あの俳優が13年前のヒット曲をノリノリで歌い上げる！伝説のロックミュージシャンの衝撃パフォーマンスで一同爆笑⁉︎あのコンビに最悪のハプニングが発生⁉︎果たして、優勝するのは誰だ！？,1,2021-11-21-1
2021-11-28,ガキの使い恒例「夜の口パクヒットスタジオ」完結編！メンバーと豪華ゲストがスター歌手になりきり熱唱！方正があの伝説の歌姫になりきるが異変発生⁉︎まさかのアナウンサーが冬に欠かせない名曲を披露!?遠藤が昭和の名曲に挑むもあの人が憑依してしまう!?あの俳優がヒットCMソングを全力で披露…信じられない完成度に松本爆笑!?田中はラブバラードを熱唱するもトークが支離滅裂に!?ラスト優勝者のパフォーマンスにスタジオが驚愕!?,1,2021-11-28-1
2021-12-05,２年ぶりとなる「スマホなしで待ち合わせ」 ５人の気持ちは揃うのか検証 「都会の〇〇といえば？」「でっかい〇〇といえば？」お題を出されて連絡を取らずに全員集合を目指す　最初から難題で頭を悩ませるメンバーたちだが序盤から一気に合流の兆しが　独りよがりな行動に出る浜田に松本ブチギレ　問題児の田中は今回も予想外のチョイス連発　目的地に向かう方正にまさかのハプニング発生　全員集合できるのか！？,1,2021-12-05-1
