cctid,showcode,show,date,segment,episode,description_ja,name_ja,metadata,showid,detective,location,requester,order,topic.jp,topic.en,topic.en_d,subbed.status,episode.date,episode.year,episode.number,episode.host,subbed.subfile,topic.jp_n,topic.en_n,topic.en_f,segmentid
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""澤田有也佳アナウンサー, ""探偵"":""石田靖, ""位置"":""""}",,石田靖,,,#3,最高の大葉を食べさせて！,Let me eat the best large leaf!,,False,2018-09-14,2018.0,34.0,澤田有也佳アナウンサー,,大葉大好きの常連客に最高の大葉を食べさせたい（石田靖）,I want to eat the best large leaf for regular customers who love large leaf (Ishida Yoshio),,2018-09-14 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""島谷ひとみ, ""探偵"":""竹山隆範, ""位置"":""""}",,竹山隆範,,,#1,フィフィからの依頼！タクシー運転手に会いたい,Request from Fi! I want to see a taxi driver,,False,2018-09-21,2018.0,35.0,島谷ひとみ,,亡父が写真を大事にしていた熱海のタクシー運転手に礼を言いたい（竹山隆範）,I want to say thanks to the taxi driver of the hot sea where the dead father was taking care of the picture (Takare Takeyama),,2018-09-21 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""島谷ひとみ, ""探偵"":""たむらけんじ, ""位置"":""""}",,たむらけんじ,,,#2,巨大化する！？沖縄県庁,Huge! ? Okinawa Prefectural Office,,False,2018-09-21,2018.0,35.0,島谷ひとみ,,沖縄県庁が巨大に見えるポイントの謎を解明して（たむらけんじ）,Celebrating the mystery of the point where Okinawa Prefectural Office looks huge (Tamurokenji),,2018-09-21 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""島谷ひとみ, ""探偵"":""橋本直, ""位置"":""""}",,橋本直,,,#3,おじいちゃんの耳をもう一度触りたい！,I want to touch my grandpa's ear again!,,False,2018-09-21,2018.0,35.0,島谷ひとみ,,子供たちが触って安心していた祖父の耳を再現したい（橋本直）,I want to reproduce my grandfather's ears that children touched and relieved,,2018-09-21 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":"", ""探偵"":""田村裕, ""位置"":""""}",,田村裕,,,#1,時速１００㎞のボールを横からキャッチ,Catch a ball of 100 km away from the side,,False,2018-09-28,2018.0,36.0,,,,,,2018-09-28 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":"", ""探偵"":""たむらけんじ, ""位置"":""""}",,たむらけんじ,,,#2,水中メガネなしでダイビング！,Diving without glass of underwater!,,False,2018-09-28,2018.0,36.0,,,,,,2018-09-28 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":"", ""探偵"":""石田靖, ""位置"":""""}",,石田靖,,,#3,取れないシリーズ,Unavoidable series,,False,2018-09-28,2018.0,36.0,,,,,,2018-09-28 - #3
,knightscoop,Knight Scoop,,4,,,,"{""ホスト"":"", ""探偵"":""真栄田賢, ""位置"":""""}",,真栄田賢,,,#4,広島のワンダーランド！？スナックジルバ,Hiroshima's Wonderland! ? Snack Zilva,,False,2018-09-28,2018.0,36.0,,,,,,2018-09-28 - #4
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""加藤綾子, ""探偵"":""田村裕, ""位置"":""""}",,田村裕,,,#1,いとうあさこと結婚したい５歳児,I want to get married 5 years old child,,False,2018-10-05,2018.0,37.0,加藤綾子,,いとうあさこに恋する５歳児（田村裕）,A 5-year-old child who falls in love with Sako,,2018-10-05 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""加藤綾子, ""探偵"":""澤部佑, ""位置"":""""}",,澤部佑,,,#2,爆笑！小ネタ集,LOL! Collection,,False,2018-10-05,2018.0,37.0,加藤綾子,,小ネタ（澤部佑）,Small neta (Sawabe),,2018-10-05 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""加藤綾子, ""探偵"":""兵庫県・男性, ""位置"":""""}",,兵庫県・男性,,45,#3,「キムチの汁が飛び散る！」,"""Kimchi juice scatters!""",,False,2018-10-05,2018.0,37.0,加藤綾子,,キムチモヤシのパッケージを汁を飛び散らさずに開けたい,I want to open the package of Kimchi Moyashi without spending juice,,2018-10-05 - #3
,knightscoop,Knight Scoop,,4,,,,"{""ホスト"":""加藤綾子, ""探偵"":""堺市・女性, ""位置"":""""}",,堺市・女性,,27,#4,「映画『カメラを止めるな！』の護身ポーズ『ポン』は？！」,"""Don't stop the camera"" ""Pompo"" pose ""Pon""?! """,,False,2018-10-05,2018.0,37.0,加藤綾子,,「カメラを止めるな」の後方から抱きつかれて両手を挙げる護身術は有効か？,"Is it valid for protection that is hugged from the rear of ""Don't stop the camera""?",,2018-10-05 - #4
,knightscoop,Knight Scoop,,5,,,,"{""ホスト"":""加藤綾子, ""探偵"":""大阪市・男性, ""位置"":""""}",,大阪市・男性,,18,#5,「速く歩ける魔法の指！？」,"""Magic finger walking fast!?""",,False,2018-10-05,2018.0,37.0,加藤綾子,,肩甲骨の後を指で押してやると速く歩けるようになる,"If you push the scapula after the finger, you will walk fast",,2018-10-05 - #5
,knightscoop,Knight Scoop,,6,,,,"{""ホスト"":""加藤綾子, ""探偵"":""静岡県・男性, ""位置"":""""}",,静岡県・男性,,26,#6,さらに別の方法で歩くスピードを上げるという依頼,A request to raise the speed to walk in another way,,False,2018-10-05,2018.0,37.0,加藤綾子,,歩いている人の足の裏を後から蹴り続けると速く歩ける,You can walk fast if you keep kicking the back of the person you are walking later,,2018-10-05 - #6
,knightscoop,Knight Scoop,,7,,,,"{""ホスト"":""加藤綾子, ""探偵"":""和歌山県・女性, ""位置"":""""}",,和歌山県・女性,,21,#7,「ミャンマーゲームが楽しめない！」,"""Don't enjoy Myanmar game!""",,False,2018-10-05,2018.0,37.0,加藤綾子,,「ミャンマー」と何度も言う早口言葉ゲームに参加できない,"I can not participate in ""Myanmar""",,2018-10-05 - #7
,knightscoop,Knight Scoop,,8,,,,"{""ホスト"":""加藤綾子, ""探偵"":""石田靖, ""位置"":""""}",,石田靖,,,#8,指で“３”が作れない！,"I can not make ""3"" with my finger!",,False,2018-10-05,2018.0,37.0,加藤綾子,,指で「３」が作れないのを何とかして（石田靖）,"Somehow that ""3"" can not be made with your finger (Ishida Yoshio)",,2018-10-05 - #8
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""加藤綾子, ""探偵"":""間寛平, ""位置"":""""}",,間寛平,,,#1,フジイさんが怖い！？犬のまーちゃん,Mr. Fuji is scary! ? Dog Ma-chan,,False,2018-10-12,2018.0,38.0,加藤綾子,,愛犬が人間の女性で唯一懐かない人物と仲良くさせて（間寛平）,A dog is a human woman with a person's only nostalgic person and get along well with a person,,2018-10-12 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""加藤綾子, ""探偵"":""真栄田賢, ""位置"":""""}",,真栄田賢,,,#2,ロウソクが消せないおばあちゃん,Grandma that candle can not erase,,False,2018-10-12,2018.0,38.0,加藤綾子,,72歳祖母がケーキのロウソクを吹き消せないのを何とかして（真栄田賢）,72 years old grandmother does not blow cake's candle (Masarita Ken),,2018-10-12 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""加藤綾子, ""探偵"":""橋本直, ""位置"":""""}",,橋本直,,,#3,お墓参りで尻もち？,What is the buttocks with the grave?,,False,2018-10-12,2018.0,38.0,加藤綾子,,祖父の墓前でしゃがんで祈ると必ず後にコケてしまう原因を解明して（橋本直）,"Elucidate the cause of the cause of the grave's grave, but when I pray after it (Hashimoto Nao)",,2018-10-12 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""中村静香, ""探偵"":""橋本直, ""位置"":""""}",,橋本直,,,#1,尻を噛みたい嫁,I want to bite my ass,,False,2018-10-19,2018.0,39.0,中村静香,,尻を噛みたくて仕方が無い妻を満足させる尻を探して（橋本直）,Find a butt that satisfies a wife who wants to bite buttocks (Naohashi book,,2018-10-19 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""中村静香, ""探偵"":""たむらけんじ, ""位置"":""""}",,たむらけんじ,,,#2,溝に棲むナマズを捕まえろ！,Catch catfish that lives in the groove!,,False,2018-10-19,2018.0,39.0,中村静香,,近所のショッピングセンター前に居る大ナマズを捕獲したい（たむらけんじ）,I want to capture big catfish in front of the neighborhood shopping center (Tamurokinji),,2018-10-19 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""中村静香, ""探偵"":""石田靖, ""位置"":""""}",,石田靖,,,#3,母の黒歴史はスクープ出演！？,Mother's black history is scoop appearance! ?,,False,2018-10-19,2018.0,39.0,中村静香,,母の黒歴史というナイトスクープ出演の内容が知りたい（石田靖）,I want to know the content of the night scoop appearance of Mother's black history (Ishida Yoshio),,2018-10-19 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""中川翔子, ""探偵"":""竹山隆範, ""位置"":""""}",,竹山隆範,,,#1,母＝４６歳を認めない息子,Mother = 46 years old son,,False,2018-10-26,2018.0,40.0,中川翔子,,母が46歳という事実を認めようとしない息子に真実を伝えたい（竹山隆範）,I want to convey the truth to my son who does not try to recognize the fact that my mother is 46 years old (Takeyama Takan,,2018-10-26 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""中川翔子, ""探偵"":""澤部佑, ""位置"":""""}",,澤部佑,,,#2,男子大学生、ぬいぐるみとの別れ,"Men's university student, separate with stuffed animals",,False,2018-10-26,2018.0,40.0,中川翔子,,幼時から手放せないヌイグルミと決別したい（澤部佑）,I want to discriminate as Nuigurumi that can not be released from my childhood (Sawabe),,2018-10-26 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""中川翔子, ""探偵"":""田村裕, ""位置"":""""}",,田村裕,,,#3,日本一短いカラオケで高得点！？,High score in Japanese karaoke! ?,,False,2018-10-26,2018.0,40.0,中川翔子,,最短のカラオケ曲で全国１位を獲りたい（田村裕）,I want to get the first place nationwide with the shortest karaoke song (Yuzumura Yu),,2018-10-26 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""本仮屋ユイカ, ""探偵"":""たむらけんじ, ""位置"":""""}",,たむらけんじ,,,#1,夜道が怖い中年男,Middle-aged man scared of night,,False,2018-11-02,2018.0,41.0,本仮屋ユイカ,,いい齡をして暗闇が恐いのを直したい（たむらけんじ）,I want to fix the scary of the scary with a good source,,2018-11-02 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""本仮屋ユイカ, ""探偵"":""橋本直, ""位置"":""""}",,橋本直,,,#2,手おならの達人に会いたい,I want to see the man,,False,2018-11-02,2018.0,41.0,本仮屋ユイカ,,手オナラで楽曲を演奏する名人の技を修得したい（橋本直）,I want to learn a master's technique to play music at Hand Far (Hashimoto Nao),,2018-11-02 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""本仮屋ユイカ, ""探偵"":""竹山隆範, ""位置"":""""}",,竹山隆範,,,#3,覆面レスラーは同級生？,Masked wrestler is classmate?,,False,2018-11-02,2018.0,41.0,本仮屋ユイカ,,覆面レスラーが高校の同級生なのか確認したい（竹山隆範）,I want to check if the masked wrestler is a high school classmate (Takayama Takayama),,2018-11-02 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""馬場ふみか, ""探偵"":""真栄田賢, ""位置"":""""}",,真栄田賢,,,#1,幻の青いダンゴムシ,Phantom Blue Dan Gomushi,,False,2018-11-09,2018.0,42.0,馬場ふみか,,フィギュアになっている青いダンゴムシの実物を見てみたい（真栄田賢）,I want to see the real thing in the blue d'Angkushi which is a figure (Maeda Ken),,2018-11-09 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""馬場ふみか, ""探偵"":""間寛平, ""位置"":""""}",,間寛平,,,#2,街中の喜怒哀楽,Emergency in the city,,False,2018-11-09,2018.0,42.0,馬場ふみか,,街のあちこちに佇んでいる人たちの喜怒哀楽（間寛平）,The emotions of people who are lining around the city,,2018-11-09 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""馬場ふみか, ""探偵"":""澤部佑, ""位置"":""""}",,澤部佑,,,#3,犬のクシャミを浴びたい女,A woman who wants to take a dog's kischumi,,False,2018-11-09,2018.0,42.0,馬場ふみか,,大型犬のクシャミを顔に浴びたい（澤部佑）,I want to take a large dog's kishami on my face (Sawabe),,2018-11-09 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""ヒロド歩美アナウンサー, ""探偵"":""真栄田賢, ""位置"":""""}",,真栄田賢,,,#1,バッタと主婦の物語,Batta and housewife's story,,False,2018-11-16,2018.0,43.0,ヒロド歩美アナウンサー,,ペットのバッタと思い切り遊びたい（真栄田賢）,I want to play with a pet grasshopper (Maeda Ken),,2018-11-16 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""ヒロド歩美アナウンサー, ""探偵"":""たむらけんじ, ""位置"":""""}",,たむらけんじ,,,#2,幻の“本しめじ”が食べたい！,"I want to eat the phantom ""book""!",,False,2018-11-16,2018.0,43.0,ヒロド歩美アナウンサー,,天然の本シメジを採集して父に食べさせたい（たむらけんじ）,I want to collect natural books and eat my father (Tamurokinji),,2018-11-16 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""ヒロド歩美アナウンサー, ""探偵"":""石田靖, ""位置"":""""}",,石田靖,,,#3,我が家の家宝、壺はいくら？,How much is the house treasure of our house and the wolf?,,False,2018-11-16,2018.0,43.0,ヒロド歩美アナウンサー,,祖父が購入した家宝の壺を現金化して後に残したい父（石田靖）,Father I would like to leave after cashing out the house treasure that my grandfather was purchased (Yoshida Ishida),,2018-11-16 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""ヒロド歩美アナウンサー, ""探偵"":""澤部佑, ""位置"":""""}",,澤部佑,,,#1,１００歳のパン食い競走,100-year-old bread race,,False,2018-11-23,2018.0,44.0,ヒロド歩美アナウンサー,,放置された畑で35年ぶりに100歳祖母とパン喰い競争がしたい（澤部佑）,I want to compete with 100-year-old grandmother and bread in the lap in the field where it was left (Sawabe),,2018-11-23 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""ヒロド歩美アナウンサー, ""探偵"":""田村裕, ""位置"":""""}",,田村裕,,,#2,キダ・タローを愛する女子中学生,Girls who love Kida Tao,,False,2018-11-23,2018.0,44.0,ヒロド歩美アナウンサー,,キダタローが大好きな女子中学生（田村裕）,Girls who love Kidataro (Yutaka Tamura),,2018-11-23 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""ヒロド歩美アナウンサー, ""探偵"":""竹山隆範, ""位置"":""""}",,竹山隆範,,,#3,親友がふるまう美味しい昆虫食？,A delicious insect food that the best friend has a delicious insect?,,False,2018-11-23,2018.0,44.0,ヒロド歩美アナウンサー,,虫を料理する同級生の勧めるものは食べても大丈夫なのか（竹山隆範）,Do you want to eat cousin who cook insects?,,2018-11-23 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""青木愛, ""探偵"":""田村裕, ""位置"":""""}",,田村裕,,33,#1,洗面台の裏に落ちたサワガニを救え！,Save Sawagani that fell under the wash basin!,,False,2018-11-30,2018.0,45.0,青木愛,,洗面台の溢水口に入り込んでしまったサワガニを救出したい（田村裕）,I want to rescue a sow crani who has entered the flush of washbasin,,2018-11-30 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""青木愛, ""探偵"":""石田靖, ""位置"":""""}",,石田靖,,,#2,爆笑！小ネタ集,LOL! Collection,,False,2018-11-30,2018.0,45.0,青木愛,,小ネタ（石田靖）,Small neta (Yoshida Ishida),,2018-11-30 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""青木愛, ""探偵"":"", ""位置"":""""}",,,,29,#3,「誰にもマネできない動き！？」,"""No one can do Mane?""",,False,2018-11-30,2018.0,45.0,青木愛,,左右の手を同時に前後と左右に動かせる特技ができる人は他に居るのか,Are there any other people who can move the left and right hands to the front and back and left and right?,,2018-11-30 - #3
,knightscoop,Knight Scoop,,4,,,,"{""ホスト"":""青木愛, ""探偵"":"", ""位置"":""""}",,,,29,#4,「紙を破る音の口マネ！？」,"""The sound of the sound of the sound that breaks the paper!?""",,False,2018-11-30,2018.0,45.0,青木愛,,紙を破る音とソックリの音を口で出すことができる,You can put the sound of the sound and the sound of Sokkuri to break the paper,,2018-11-30 - #4
,knightscoop,Knight Scoop,,5,,,,"{""ホスト"":""青木愛, ""探偵"":"", ""位置"":""""}",,,,28,#5,「歌手の口パクを見破る男」,"""Man who will break the mouth of the singer""",,False,2018-11-30,2018.0,45.0,青木愛,,口パクを見破れると主張する技は本物か？,Is the technique that claims that you can break the mouth?,,2018-11-30 - #5
,knightscoop,Knight Scoop,,6,,,,"{""ホスト"":""青木愛, ""探偵"":""竹山隆範, ""位置"":""""}",,竹山隆範,,32,#6,触ると爆発する植物！？,Plants that explode when touched! ?,,False,2018-11-30,2018.0,45.0,青木愛,,祖母が遊んだという触ると爆発する植物「蒲の穂」を見たい（竹山隆範）,I want to see the plants that explode when my grandmother plays,,2018-11-30 - #6
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""橋本マナミ, ""探偵"":""真栄田賢, ""位置"":""""}",,真栄田賢,,,#1,４０年ぶりに毛が生えてきた！,Hair has grown after 40 years!,,False,2018-12-07,2018.0,46.0,橋本マナミ,,長年の禿頭に68歳にして生えてきた髪は伸び続けるのか（真栄田賢）,Whether the hair that has grown at age 68 will continue to grow for many years of bald for many years?,,2018-12-07 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""橋本マナミ, ""探偵"":""田村裕, ""位置"":""""}",,田村裕,,,#2,大発見！？吹き出さないクシャミ,Great discovery! ? Kuhami who does not blow out,,False,2018-12-07,2018.0,46.0,橋本マナミ,,口に含んだ食べ物を噴き出さずにクシャミする技を開発した（田村裕）,Developed a technique that makes a kissing without spouting the food contained in the mouth (Yutamura Yu),,2018-12-07 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""橋本マナミ, ""探偵"":""間寛平, ""位置"":""""}",,間寛平,,,#3,「パパ」だけ小声になる娘,"My daughter who makes ""daddy"" only",,False,2018-12-07,2018.0,46.0,橋本マナミ,,「パパ」だけ小声で言う1歳3ヶ月の娘を何とかして（間寛平）,"""Daddy"" only one-year-old 3 months daughter saying",,2018-12-07 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""橋本マナミ, ""探偵"":""たむらけんじ, ""位置"":""""}",,たむらけんじ,,,#1,７２歳の最強アームレスラー！？,72-year-old strongest arm wrestler! ?,,False,2018-12-14,2018.0,47.0,橋本マナミ,,腕相撲が無敵の72歳と85歳が負けるところを見たい（たむらけんじ）,I want to see where my arm wrestler is unbearable 72 years old and 85 years old (Tamura Kenji),,2018-12-14 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""橋本マナミ, ""探偵"":""橋本直, ""位置"":""""}",,橋本直,,,#2,湯が溢れない不思議な温泉,Mysterious hot spring that does not overflow hot water,,False,2018-12-14,2018.0,47.0,橋本マナミ,,温泉水が溜まるのに溢れず減っていく浴槽の謎を解明して直したい（橋本直）,I want to fix my mystery of the bathtub which is overflowing without the hot spring water accumulates,,2018-12-14 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""橋本マナミ, ""探偵"":""石田靖, ""位置"":""""}",,石田靖,,,#3,ゴールド免許を取り返して,Get back to the Gold License,,False,2018-12-14,2018.0,47.0,橋本マナミ,,誇りだったゴールド免許が無くなるのを何とかしたい（石田靖）,I want to give up with my pride I get lost (Ishida Yoshio),,2018-12-14 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""松岡茉優, ""探偵"":""澤部佑, ""位置"":""""}",,澤部佑,,,#1,異母兄弟の右山と左山,Right mountain and left mountain of opponents,,False,2018-12-21,2018.0,48.0,松岡茉優,,姓名の類似から偶然に出会った異母兄弟への父親の想いを聞きたい（澤部佑）,I want to hear my father's thoughts to a foreigner brothers that I met by chance from my surname name:,,2018-12-21 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""松岡茉優, ""探偵"":""田村裕, ""位置"":""""}",,田村裕,,,#2,マライア・キャリーになりたい母,Mother who wants to be Mariah Carey,,False,2018-12-21,2018.0,48.0,松岡茉優,,マライアキャリーの曲を英語で完璧に唄って息子を見返したい（田村裕）,I want to return my son perfectly in English with Mariah Carey songs (Yu Tamura),,2018-12-21 - #2
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":"", ""探偵"":"", ""位置"":""""}",,,,,#1,ファン投票で選ばれた、探偵たちの今年のベスト３発表！,"This year's Best 3 announced this year of detective, chosen in fans polls!",,False,2018-12-31,2018.0,49.0,,,,,,2018-12-31 - #1
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""小島瑠璃子, ""探偵"":""澤部佑, ""位置"":""""}",,澤部佑,,46,#1,車内で消えた結婚指輪,Wedding ring that disappeared in the car,,False,2019-01-04,2019.0,1.0,小島瑠璃子,,自動車の中で消失した結婚指輪を探し出したい（澤部佑）,I want to find a wedding ring that has disappeared in a car (Sawabe),,2019-01-04 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""小島瑠璃子, ""探偵"":""橋本直, ""位置"":""""}",,橋本直,,22,#2,笑顔が変な大学生,College student with strange smiles,,False,2019-01-04,2019.0,1.0,小島瑠璃子,,わざとらしいと評される笑い方を改善したい（橋本直）,I want to improve how to laugh as it seems to be a purpose,,2019-01-04 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""小島瑠璃子, ""探偵"":""間寛平, ""位置"":""""}",,間寛平,,25,#3,おばあちゃん達の昔の写真,Grandma's old photo,,False,2019-01-04,2019.0,1.0,小島瑠璃子,,世の老女たちの若いころの綺麗な姿を見てみたい（間寛平）,I would like to see the beautiful figure of the young age of old people,,2019-01-04 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""加藤明子アナウンサー, ""探偵"":""真栄田賢, ""位置"":""""}",,真栄田賢,,43,#1,経産婦はちびりやすい！,The traditional woman is tired!,,False,2019-01-11,2019.0,2.0,加藤明子アナウンサー,,公然と愛情表現をしたがらない夫と思い切り愛情表現したい（真栄田賢）,I want to express my love and love with husband who can not open a loving expression publicly,,2019-01-11 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""加藤明子アナウンサー, ""探偵"":""竹山隆範, ""位置"":""""}",,竹山隆範,,33,#2,炊飯器を嫌う犬,Dog who hates rice cooker,,False,2019-01-11,2019.0,2.0,加藤明子アナウンサー,,経産婦は失禁しやすいというのが本当なのか確かめたい（竹山隆範）,It is true that the traditional is easy to incontinence (Takare Takeyama),,2019-01-11 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""加藤明子アナウンサー, ""探偵"":""石田靖, ""位置"":""""}",,石田靖,,47,#3,ダンナが好きすぎる４７歳,I love Danna too much 47 years old,,False,2019-01-11,2019.0,2.0,加藤明子アナウンサー,,炊飯器に喧嘩を売る愛犬を何とかして（石田靖）,Take a dog who sells salmon to the rice cooker,,2019-01-11 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":"", ""探偵"":""真栄田賢, ""位置"":""""}",,真栄田賢,,29,#1,グリーングリーンで泣く母,,,False,2019-01-18,2019.0,3.0,,,,,,2019-01-18 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":"", ""探偵"":""澤部佑, ""位置"":""""}",,澤部佑,,36,#2,ヴィヴィオ君の最期,,,False,2019-01-18,2019.0,3.0,,,,,,2019-01-18 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":"", ""探偵"":""間寛平, ""位置"":""""}",,間寛平,,11,#3,お風呂屋さんの祖父母を喜ばせたい！,,,False,2019-01-18,2019.0,3.0,,,,,,2019-01-18 - #3
,knightscoop,Knight Scoop,,4,,,,"{""ホスト"":"", ""探偵"":""竹山隆範, ""位置"":""""}",,竹山隆範,,25,#4,５年前に冷凍した角煮を食べたい,,,False,2019-01-18,2019.0,3.0,,,,,,2019-01-18 - #4
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""澤田有也佳アナウンサー, ""探偵"":""澤部佑, ""位置"":""""}",,澤部佑,,,#1,看板たぬきと最後の散歩,Signboard tanuki and last walk,,False,2019-01-25,2019.0,4.0,澤田有也佳アナウンサー,,お好み焼き屋閉店の前に信楽焼の狸を散歩に連れて行きたい（澤部佑）,I want to take a walk in a walk in Yoshikuro-ya in front of the Yoshiyako Sakiya (Sawabe),,2019-01-25 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""澤田有也佳アナウンサー, ""探偵"":""橋本直, ""位置"":""""}",,橋本直,,,#2,おばちゃんの「何もないわ～」,"Aunt 's ""nothing""",,False,2019-01-25,2019.0,4.0,澤田有也佳アナウンサー,,「何も無いわ」と言いながら際限無く接待する尼崎の人々は健在か（橋本直）,"The people of Amagasaki who confidentially confidentially connected while saying ""Nothing is not""?",,2019-01-25 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""澤田有也佳アナウンサー, ""探偵"":""たむらけんじ, ""位置"":""""}",,たむらけんじ,,,#3,５１歳独身男、疑似家族を体験したい！,"51-year-old single man, I want to experience the pseudo family!",,False,2019-01-25,2019.0,4.0,澤田有也佳アナウンサー,,結婚生活というものを疑似体験してみたい（たむらけんじ）,I would like to try to experience a marriage life,,2019-01-25 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""飯豊まりえ, ""探偵"":""真栄田賢, ""位置"":""""}",,真栄田賢,,32,#1,９０歳の祖父にかけっこで勝ちたい！,I want to win the 90-year-old grandfather!,,False,2019-02-08,2019.0,5.0,飯豊まりえ,,90歳で現役陸上選手の祖父に駆けっこで勝ちたい（真栄田賢）,I want to win the grandfather of the active lunch player at the age of 90 (Maizo Ken),,2019-02-08 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""飯豊まりえ, ""探偵"":""澤部佑, ""位置"":""""}",,澤部佑,,38,#2,ナイトスクープが好き過ぎるフランス人,French who likes the night scoop,,False,2019-02-08,2019.0,5.0,飯豊まりえ,,フランス家庭料理でナイトスクープの人たちをもてなしたい（澤部佑）,I want to have a night scoop person with French home cooking (Sawabe),,2019-02-08 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""飯豊まりえ, ""探偵"":""石田靖, ""位置"":""""}",,石田靖,,41,#3,止まらない時計？,A watch that does not stop?,,False,2019-02-08,2019.0,5.0,飯豊まりえ,,電池を抜いても動き続ける時計の謎を解明して（石田靖）,Corrlain the mystery of the watch that continues to move even if you unplug the battery (Ishida Yoshio),,2019-02-08 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""工藤夕貴, ""探偵"":""たむらけんじ, ""位置"":""""}",,たむらけんじ,,17,#1,夢にふんぎりを…憧れのボートレーサー,Dreamfish ... Longing boat racer,,False,2019-02-15,2019.0,6.0,工藤夕貴,,競艇選手への夢を踏ん切るため自力でボートを操縦したい（たむらけんじ）,I want to maneuver the boat by myself in order to take a dream of the racing athletes (Tamurakenji),,2019-02-15 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""工藤夕貴, ""探偵"":""田村裕, ""位置"":""""}",,田村裕,,36,#2,愛する夫のアレルギーラップ,Loving Husband's Allergy Wrap,,False,2019-02-15,2019.0,6.0,工藤夕貴,,アレルギーの苦労を笑いに変えたラップをもっと良くしたい（田村裕）,I want to make the lap that changed my hardship to laughter (Yu Tamura),,2019-02-15 - #2
